"sport","event","year","athlete_id","country_id","bronze","silver","gold"
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01",69352,40,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Backstroke","2016-01-01",69352,40,NULL,NULL,NULL
"Track and Field","Women's Pole Vault","2016-01-01",69439,40,NULL,NULL,NULL
"Track and Field","Women's Javelin Throw","2016-01-01",69441,40,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01",69518,40,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01",69518,40,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",69518,40,NULL,NULL,NULL
"Track and Field","Women's Triple Jump","2016-01-01",69521,40,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01",69594,40,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Butterfly","2016-01-01",69594,40,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",69594,40,NULL,NULL,NULL
"Track and Field","Women's 800 metres","2016-01-01",69602,193,NULL,NULL,NULL
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01",69625,40,NULL,NULL,NULL
"Track and Field","Women's High Jump","2016-01-01",69642,70,NULL,NULL,NULL
"Track and Field","Women's High Jump","2016-01-01",69691,146,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",69717,53,NULL,NULL,NULL
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01",69787,112,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01",69842,18,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",69842,18,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",69842,18,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",69842,18,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Rings","2016-01-01",69842,18,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",69842,18,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",69854,63,NULL,"1",NULL
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01",69955,40,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01",69955,40,"1",NULL,NULL
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",69955,40,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",69955,40,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",69955,40,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Rings","2016-01-01",69955,40,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",69955,40,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",69986,41,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",70009,40,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",70098,178,NULL,NULL,NULL
"Track and Field","Women's 800 metres","2016-01-01",70172,178,NULL,NULL,NULL
"Track and Field","Men's Hammer Throw","2016-01-01",70320,92,NULL,NULL,NULL
"Track and Field","Men's 20 kilometres Walk","2016-01-01",70332,71,NULL,NULL,NULL
"Track and Field","Women's 400 metres Hurdles","2016-01-01",70335,146,NULL,NULL,NULL
"Track and Field","Men's Pole Vault","2016-01-01",70457,146,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01",70490,166,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01",70490,166,NULL,NULL,NULL
"Swimming","Swimming Men's 400 metres Individual Medley","2016-01-01",70496,73,NULL,NULL,NULL
"Swimming","Swimming Men's 400 metres Individual Medley","2016-01-01",70498,195,NULL,NULL,NULL
"Track and Field","Women's Triple Jump","2016-01-01",70537,96,NULL,NULL,NULL
"Track and Field","Women's 20 kilometres Walk","2016-01-01",70582,40,NULL,NULL,"1"
"Track and Field","Women's Javelin Throw","2016-01-01",70637,40,NULL,NULL,NULL
"Track and Field","Women's Hammer Throw","2016-01-01",70644,40,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",70654,40,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01",70677,40,"1",NULL,NULL
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",70677,40,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Rings","2016-01-01",70677,40,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Backstroke","2016-01-01",70679,40,NULL,NULL,NULL
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01",70712,66,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01",70712,66,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01",70854,73,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",70900,108,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01",70922,152,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",70922,152,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",70965,195,NULL,NULL,"1"
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01",70965,195,NULL,NULL,NULL
"Track and Field","Women's 1,500 metres","2016-01-01",71067,150,NULL,NULL,NULL
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",71088,193,NULL,NULL,NULL
"Track and Field","Women's 800 metres","2016-01-01",71113,150,NULL,NULL,NULL
"Track and Field","Men's Hammer Throw","2016-01-01",71167,166,NULL,NULL,NULL
"Track and Field","Women's Long Jump","2016-01-01",71183,88,NULL,NULL,NULL
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01",71216,199,NULL,NULL,NULL
"Track and Field","Women's 20 kilometres Walk","2016-01-01",71299,26,NULL,NULL,NULL
"Track and Field","Women's 100 metres","2016-01-01",71307,35,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01",71382,199,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",71382,199,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",71382,199,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",71382,199,NULL,NULL,NULL
"Track and Field","Men's 800 metres","2016-01-01",71405,173,NULL,NULL,NULL
"Track and Field","Men's 50 kilometres Walk","2016-01-01",71412,59,NULL,NULL,NULL
"Track and Field","Men's 20 kilometres Walk","2016-01-01",71419,42,NULL,NULL,NULL
"Track and Field","Men's 20 kilometres Walk","2016-01-01",71436,173,NULL,NULL,NULL
"Track and Field","Men's 50 kilometres Walk","2016-01-01",71436,173,NULL,NULL,NULL
"Track and Field","Women's Shot Put","2016-01-01",71471,50,NULL,NULL,NULL
"Track and Field","Men's 110 metres Hurdles","2016-01-01",71758,196,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",71777,152,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01",71777,152,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",71777,152,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01",71777,152,NULL,NULL,NULL
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01",71879,136,NULL,NULL,NULL
"Track and Field","Women's Javelin Throw","2016-01-01",71909,40,NULL,NULL,NULL
"Track and Field","Women's 20 kilometres Walk","2016-01-01",71922,40,"1",NULL,NULL
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01",71926,40,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",71926,40,NULL,NULL,NULL
"Track and Field","Women's 200 metres","2016-01-01",72060,71,NULL,NULL,NULL
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01",72060,71,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",72139,62,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",72140,62,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",72141,62,NULL,NULL,NULL
"Track and Field","Women's 800 metres","2016-01-01",72165,86,NULL,NULL,NULL
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",72165,86,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01",72381,192,NULL,NULL,NULL
"Track and Field","Women's Long Jump","2016-01-01",72384,193,NULL,NULL,NULL
"Track and Field","Women's 800 metres","2016-01-01",72432,193,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01",72486,85,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Breaststroke","2016-01-01",72486,85,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",72538,123,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",72579,32,NULL,NULL,NULL
"Track and Field","Men's 20 kilometres Walk","2016-01-01",72584,18,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Freestyle","2016-01-01",72670,26,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",72670,26,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",72670,26,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01",72900,26,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",72925,144,NULL,NULL,NULL
"Track and Field","Women's 100 metres Hurdles","2016-01-01",72939,26,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Freestyle","2016-01-01",73094,34,NULL,NULL,NULL
"Swimming","Swimming Women's 400 metres Freestyle","2016-01-01",73094,34,NULL,NULL,NULL
"Swimming","Swimming Women's 800 metres Freestyle","2016-01-01",73094,34,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",73094,34,"1",NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",73126,151,NULL,NULL,NULL
"Track and Field","Women's 20 kilometres Walk","2016-01-01",73165,84,NULL,NULL,NULL
"Track and Field","Women's 100 metres","2016-01-01",73221,195,NULL,NULL,NULL
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01",73221,195,NULL,NULL,"1"
"Track and Field","Women's Long Jump","2016-01-01",73221,195,NULL,NULL,"1"
"Track and Field","Women's 100 metres","2016-01-01",73279,134,NULL,NULL,NULL
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01",73279,134,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01",73370,144,NULL,NULL,NULL
"Track and Field","Women's 1,500 metres","2016-01-01",73391,90,NULL,NULL,NULL
"Track and Field","Women's 100 metres","2016-01-01",73392,4,NULL,NULL,NULL
"Track and Field","Men's 400 metres Hurdles","2016-01-01",73412,62,NULL,NULL,NULL
"Track and Field","Women's 1,500 metres","2016-01-01",73427,92,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01",73445,92,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",73453,11,"1",NULL,NULL
"Track and Field","Men's 400 metres","2016-01-01",73509,38,NULL,NULL,NULL
"Track and Field","Men's Triple Jump","2016-01-01",73537,86,NULL,NULL,NULL
"Track and Field","Men's Hammer Throw","2016-01-01",73570,58,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01",73600,11,NULL,NULL,NULL
"Swimming","Swimming Men's 400 metres Individual Medley","2016-01-01",73600,11,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01",73667,131,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Backstroke","2016-01-01",73667,131,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",73683,34,"1",NULL,NULL
"Track and Field","Women's 400 metres Hurdles","2016-01-01",73726,97,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01",73737,146,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",73737,146,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",73737,146,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",73737,146,NULL,NULL,NULL
"Track and Field","Men's 50 kilometres Walk","2016-01-01",73741,166,NULL,NULL,NULL
"Track and Field","Men's Shot Put","2016-01-01",73758,146,NULL,NULL,NULL
"Track and Field","Women's Triple Jump","2016-01-01",73835,66,NULL,NULL,NULL
"Track and Field","Men's 800 metres","2016-01-01",73857,3,NULL,"1",NULL
"Track and Field","Men's 1,500 metres","2016-01-01",73857,3,NULL,"1",NULL
"Track and Field","Men's Marathon","2016-01-01",73901,45,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01",73908,152,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",73936,182,NULL,NULL,NULL
"Track and Field","Men's 400 metres","2016-01-01",73939,25,NULL,NULL,NULL
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01",73939,25,NULL,NULL,NULL
"Track and Field","Women's Pole Vault","2016-01-01",73945,52,NULL,NULL,NULL
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01",73963,65,NULL,NULL,NULL
"Track and Field","Women's Pole Vault","2016-01-01",73978,92,NULL,NULL,NULL
"Swimming","Swimming Men's 10 kilometres Open Water","2016-01-01",74000,199,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",74120,67,NULL,NULL,NULL
"Track and Field","Women's Javelin Throw","2016-01-01",74177,195,NULL,NULL,NULL
"Track and Field","Women's Hammer Throw","2016-01-01",74224,18,NULL,NULL,NULL
"Track and Field","Women's Triple Jump","2016-01-01",74261,147,NULL,NULL,NULL
"Track and Field","Women's 400 metres","2016-01-01",74266,133,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",74276,125,NULL,NULL,NULL
"Track and Field","Men's 1,500 metres","2016-01-01",74290,97,NULL,NULL,NULL
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01",74294,67,NULL,"1",NULL
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",74294,67,NULL,"1",NULL
"Track and Field","Women's 800 metres","2016-01-01",74320,37,NULL,NULL,NULL
"Track and Field","Men's 200 metres","2016-01-01",74387,92,NULL,NULL,NULL
"Track and Field","Men's Javelin Throw","2016-01-01",74526,66,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",74639,195,NULL,"1",NULL
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01",74639,195,NULL,NULL,"1"
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",74639,195,NULL,"1",NULL
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",74639,195,NULL,NULL,"1"
"Track and Field","Men's Long Jump","2016-01-01",74652,170,NULL,"1",NULL
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01",74675,40,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01",74678,40,"1",NULL,NULL
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",74678,40,NULL,NULL,NULL
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01",74679,25,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Butterfly","2016-01-01",74713,26,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Individual Medley","2016-01-01",74713,26,NULL,NULL,NULL
"Swimming","Swimming Women's 400 metres Individual Medley","2016-01-01",74713,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",74717,74,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01",74735,26,NULL,NULL,NULL
"Track and Field","Women's 10,000 metres","2016-01-01",74783,34,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",74783,34,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01",74902,150,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01",74902,150,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",74950,195,NULL,NULL,"1"
"Swimming","Swimming Women's 200 metres Individual Medley","2016-01-01",74950,195,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",74964,108,NULL,NULL,NULL
"Track and Field","Men's Hammer Throw","2016-01-01",74965,121,NULL,NULL,NULL
"Track and Field","Women's Hammer Throw","2016-01-01",74966,121,NULL,NULL,NULL
"Track and Field","Women's Hammer Throw","2016-01-01",74967,121,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",74990,102,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",75001,172,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01",75010,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01",75010,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",75010,26,"1",NULL,NULL
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",75010,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",75010,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Rings","2016-01-01",75010,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",75010,26,NULL,NULL,NULL
"Swimming","Swimming Men's 400 metres Individual Medley","2016-01-01",75055,92,NULL,NULL,NULL
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01",75112,26,NULL,NULL,NULL
"Track and Field","Men's Pole Vault","2016-01-01",75371,11,NULL,NULL,NULL
"Track and Field","Men's 20 kilometres Walk","2016-01-01",75516,173,NULL,NULL,NULL
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01",75555,173,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",75645,173,NULL,NULL,NULL
"Track and Field","Men's 100 metres","2016-01-01",75657,130,NULL,NULL,NULL
"Track and Field","Men's 200 metres","2016-01-01",75657,130,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",75683,173,NULL,NULL,NULL
"Track and Field","Women's 1,500 metres","2016-01-01",75698,195,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",75703,143,NULL,NULL,NULL
"Track and Field","Men's Triple Jump","2016-01-01",75782,50,NULL,NULL,NULL
"Track and Field","Men's Discus Throw","2016-01-01",75788,173,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01",75791,77,NULL,NULL,NULL
"Track and Field","Men's 200 metres","2016-01-01",75846,56,NULL,NULL,NULL
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01",75846,56,NULL,NULL,NULL
"Track and Field","Men's 110 metres Hurdles","2016-01-01",75874,67,NULL,NULL,NULL
"Track and Field","Women's Long Jump","2016-01-01",75890,26,NULL,NULL,NULL
"Track and Field","Women's Discus Throw","2016-01-01",75891,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01",75893,147,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",75893,147,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",75893,147,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",75893,147,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01",75896,26,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",75896,26,NULL,NULL,NULL
"Track and Field","Women's 1,500 metres","2016-01-01",75905,184,NULL,NULL,NULL
"Track and Field","Women's Shot Put","2016-01-01",75934,84,"1",NULL,NULL
"Track and Field","Men's 3,000 metres Steeplechase","2016-01-01",75948,173,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01",76087,7,NULL,NULL,NULL
"Track and Field","Men's 800 metres","2016-01-01",76107,25,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",76112,92,NULL,NULL,NULL
"Track and Field","Men's 400 metres","2016-01-01",76125,52,NULL,NULL,NULL
"Track and Field","Women's 10,000 metres","2016-01-01",76136,100,NULL,NULL,NULL
"Track and Field","Men's High Jump","2016-01-01",76167,34,NULL,NULL,NULL
"Track and Field","Men's 3,000 metres Steeplechase","2016-01-01",76201,3,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01",76218,34,"1",NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",76218,34,NULL,NULL,NULL
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",76226,73,"1",NULL,NULL
"Track and Field","Men's Long Jump","2016-01-01",76243,50,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",76271,112,NULL,NULL,NULL
"Track and Field","Men's 50 kilometres Walk","2016-01-01",76278,108,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",76286,8,NULL,NULL,NULL
"Track and Field","Men's 100 metres","2016-01-01",76331,105,NULL,NULL,NULL
"Track and Field","Men's 200 metres","2016-01-01",76331,105,NULL,NULL,NULL
"Track and Field","Men's Javelin Throw","2016-01-01",76343,62,NULL,NULL,NULL
"Track and Field","Men's 800 metres","2016-01-01",76405,11,NULL,NULL,NULL
"Track and Field","Men's 1,500 metres","2016-01-01",76405,11,NULL,NULL,NULL
"Track and Field","Women's 800 metres","2016-01-01",76410,109,NULL,NULL,NULL
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01",76433,14,"1",NULL,NULL
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01",76444,188,NULL,NULL,NULL
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01",76444,188,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01",76444,188,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01",76479,183,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",76500,49,NULL,NULL,NULL
"Track and Field","Men's 200 metres","2016-01-01",76530,177,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",76551,94,"1",NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",76585,94,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",76585,94,NULL,NULL,NULL
"Track and Field","Men's 20 kilometres Walk","2016-01-01",76595,94,NULL,NULL,NULL
"Track and Field","Men's 400 metres Hurdles","2016-01-01",76623,94,NULL,NULL,NULL
"Track and Field","Men's 1,500 metres","2016-01-01",76673,131,NULL,NULL,NULL
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01",76682,93,NULL,"1",NULL
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01",76732,66,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01",76732,66,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",76738,178,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",76738,178,NULL,NULL,NULL
"Track and Field","Women's Shot Put","2016-01-01",76880,29,NULL,NULL,NULL
"Track and Field","Men's Decathlon","2016-01-01",76987,67,NULL,"1",NULL
"Track and Field","Women's 200 metres","2016-01-01",76989,71,NULL,NULL,NULL
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01",76989,71,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",77045,12,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",77127,18,NULL,NULL,NULL
"Track and Field","Men's Discus Throw","2016-01-01",77152,146,NULL,"1",NULL
"Track and Field","Men's 800 metres","2016-01-01",77207,37,NULL,NULL,NULL
"Track and Field","Women's Triple Jump","2016-01-01",77213,33,NULL,NULL,NULL
"Track and Field","Men's 800 metres","2016-01-01",77245,34,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Breaststroke","2016-01-01",77257,34,NULL,NULL,NULL
"Track and Field","Women's Pole Vault","2016-01-01",77314,131,"1",NULL,NULL
"Track and Field","Women's 5,000 metres","2016-01-01",77348,73,NULL,NULL,NULL
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",77390,195,NULL,NULL,"1"
"Track and Field","Men's Hammer Throw","2016-01-01",77425,195,NULL,NULL,NULL
"Track and Field","Men's 400 metres","2016-01-01",77475,93,NULL,NULL,NULL
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01",77475,93,NULL,"1",NULL
"Track and Field","Men's 5,000 metres","2016-01-01",77504,11,NULL,NULL,NULL
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01",77505,11,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01",77505,11,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",77505,11,"1",NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",77505,11,"1",NULL,NULL
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01",77583,131,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",77583,131,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Horse Vault","2016-01-01",77583,131,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",77583,131,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",77583,131,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01",77669,85,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01",77669,85,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01",77714,11,NULL,NULL,NULL
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01",77714,11,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",77714,11,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Freestyle","2016-01-01",77716,11,"1",NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",77716,11,NULL,NULL,"1"
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",77716,11,NULL,"1",NULL
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01",77716,11,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",77716,11,NULL,"1",NULL
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01",77721,11,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Breaststroke","2016-01-01",77721,11,NULL,NULL,NULL
