"sport","event","year","athlete_id","country_id","bronze","silver","gold"
"Track and Field","Women's 5,000 metres","2016-01-01",22675,195,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",22694,90,NULL,NULL,NULL
"Track and Field","Men's 110 metres Hurdles","2016-01-01",22810,173,NULL,NULL,NULL
"Swimming","Swimming Women's 400 metres Freestyle","2016-01-01",22865,11,NULL,NULL,NULL
"Swimming","Swimming Women's 800 metres Freestyle","2016-01-01",22865,11,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",22865,11,NULL,"1",NULL
"Track and Field","Men's Marathon","2016-01-01",22901,34,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",22961,174,NULL,NULL,NULL
"Track and Field","Men's Javelin Throw","2016-01-01",22974,65,NULL,NULL,NULL
"Track and Field","Men's 400 metres Hurdles","2016-01-01",22978,189,"1",NULL,NULL
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01",23040,195,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01",23040,195,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",23040,195,NULL,NULL,"1"
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",23050,8,NULL,NULL,NULL
"Track and Field","Women's 20 kilometres Walk","2016-01-01",23092,23,NULL,NULL,NULL
"Track and Field","Women's 20 kilometres Walk","2016-01-01",23140,23,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",23149,120,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",23149,120,NULL,NULL,NULL
"Track and Field","Men's Triple Jump","2016-01-01",23160,67,NULL,NULL,NULL
"Track and Field","Women's Pole Vault","2016-01-01",23289,26,NULL,NULL,NULL
"Track and Field","Women's Long Jump","2016-01-01",23296,26,NULL,NULL,NULL
"Track and Field","Women's Triple Jump","2016-01-01",23296,26,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Freestyle","2016-01-01",23303,173,NULL,NULL,NULL
"Swimming","Swimming Women's 400 metres Freestyle","2016-01-01",23303,173,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",23303,173,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",23303,173,NULL,NULL,NULL
"Track and Field","Women's Triple Jump","2016-01-01",23314,147,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",23331,151,NULL,NULL,NULL
"Track and Field","Women's 400 metres","2016-01-01",23504,26,NULL,NULL,NULL
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",23504,26,NULL,NULL,NULL
"Track and Field","Men's 400 metres Hurdles","2016-01-01",23511,126,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Individual Medley","2016-01-01",23519,11,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01",23549,203,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Backstroke","2016-01-01",23549,203,NULL,NULL,NULL
"Track and Field","Men's 20 kilometres Walk","2016-01-01",23573,11,NULL,NULL,NULL
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",23579,14,NULL,NULL,NULL
"Track and Field","Women's Discus Throw","2016-01-01",23641,71,NULL,NULL,NULL
"Track and Field","Men's 400 metres Hurdles","2016-01-01",23731,145,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01",23765,141,NULL,NULL,NULL
"Track and Field","Women's 100 metres","2016-01-01",23772,117,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Individual Medley","2016-01-01",23792,162,NULL,NULL,NULL
"Swimming","Swimming Women's 400 metres Individual Medley","2016-01-01",23792,162,NULL,NULL,NULL
"Track and Field","Women's Shot Put","2016-01-01",23794,34,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",23874,19,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Butterfly","2016-01-01",23874,19,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01",23972,170,NULL,NULL,NULL
"Track and Field","Men's Shot Put","2016-01-01",23974,195,NULL,NULL,"1"
"Track and Field","Men's Javelin Throw","2016-01-01",23975,195,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01",23984,122,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",23984,122,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",23984,122,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",23984,122,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Rings","2016-01-01",23984,122,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",23984,122,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01",24093,84,NULL,"1",NULL
"Swimming","Swimming Men's 200 metres Butterfly","2016-01-01",24093,84,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",24103,84,NULL,NULL,NULL
"Track and Field","Men's 400 metres","2016-01-01",24206,56,NULL,NULL,NULL
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01",24206,56,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",24213,197,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",24214,197,NULL,NULL,NULL
"Track and Field","Men's 400 metres Hurdles","2016-01-01",24280,148,NULL,NULL,NULL
"Swimming","Swimming Women's 10 kilometres Open Water","2016-01-01",24317,26,NULL,NULL,NULL
"Track and Field","Men's Pole Vault","2016-01-01",24339,195,NULL,NULL,NULL
"Track and Field","Women's High Jump","2016-01-01",24344,195,NULL,NULL,NULL
"Track and Field","Men's Pole Vault","2016-01-01",24470,73,NULL,NULL,NULL
"Track and Field","Women's 20 kilometres Walk","2016-01-01",24523,166,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",24551,146,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01",24551,146,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",24551,146,NULL,NULL,NULL
"Track and Field","Men's 110 metres Hurdles","2016-01-01",24579,146,NULL,NULL,NULL
"Track and Field","Women's 5,000 metres","2016-01-01",24584,195,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01",24621,92,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",24621,92,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01",24673,173,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Backstroke","2016-01-01",24673,173,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",24680,26,NULL,NULL,NULL
"Track and Field","Men's 100 metres","2016-01-01",24705,79,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",24733,147,NULL,NULL,NULL
"Track and Field","Men's 200 metres","2016-01-01",24742,26,NULL,NULL,NULL
"Track and Field","Men's 200 metres","2016-01-01",24760,185,NULL,NULL,NULL
"Track and Field","Men's Discus Throw","2016-01-01",24784,93,NULL,NULL,NULL
"Track and Field","Women's Heptathlon","2016-01-01",24793,12,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",24849,53,NULL,NULL,NULL
"Track and Field","Women's Hammer Throw","2016-01-01",24872,8,NULL,NULL,NULL
"Track and Field","Men's Shot Put","2016-01-01",24896,71,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",24899,3,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01",25040,195,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",25040,195,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Horse Vault","2016-01-01",25040,195,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",25040,195,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",25040,195,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Rings","2016-01-01",25040,195,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",25075,123,NULL,NULL,NULL
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01",25160,29,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01",25181,48,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",25192,64,NULL,NULL,NULL
"Track and Field","Men's 100 metres","2016-01-01",25300,78,NULL,NULL,NULL
"Track and Field","Women's 400 metres","2016-01-01",25308,115,NULL,NULL,NULL
"Track and Field","Men's 400 metres Hurdles","2016-01-01",25394,43,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",25397,34,NULL,NULL,NULL
"Track and Field","Men's 100 metres","2016-01-01",25431,73,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01",25434,151,NULL,NULL,NULL
"Track and Field","Men's 200 metres","2016-01-01",25460,72,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",25509,67,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01",25520,71,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",25520,71,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Rings","2016-01-01",25520,71,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",25520,71,NULL,NULL,NULL
"Track and Field","Women's 400 metres Hurdles","2016-01-01",25530,19,NULL,NULL,NULL
"Track and Field","Men's 800 metres","2016-01-01",25575,26,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01",25620,73,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",25620,73,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",25663,195,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Horse Vault","2016-01-01",25746,9,NULL,NULL,NULL
"Track and Field","Women's 400 metres","2016-01-01",25807,93,NULL,NULL,NULL
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",25807,93,NULL,"1",NULL
"Track and Field","Men's 800 metres","2016-01-01",25891,173,NULL,NULL,NULL
"Track and Field","Men's 200 metres","2016-01-01",25906,26,NULL,NULL,NULL
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01",25906,26,NULL,NULL,NULL
"Track and Field","Women's 10,000 metres","2016-01-01",26013,26,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Backstroke","2016-01-01",26073,26,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Butterfly","2016-01-01",26073,26,NULL,NULL,NULL
"Track and Field","Men's 100 metres","2016-01-01",26135,34,"1",NULL,NULL
"Track and Field","Men's 200 metres","2016-01-01",26135,34,NULL,"1",NULL
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01",26135,34,"1",NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",26254,144,NULL,NULL,NULL
"Track and Field","Women's 800 metres","2016-01-01",26367,26,NULL,NULL,NULL
"Track and Field","Women's 400 metres","2016-01-01",26369,26,NULL,NULL,NULL
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",26369,26,NULL,NULL,NULL
"Track and Field","Men's 50 kilometres Walk","2016-01-01",26396,92,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01",26399,26,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",26399,26,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",26399,26,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",26400,26,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",26442,92,NULL,NULL,NULL
"Track and Field","Women's Discus Throw","2016-01-01",26473,26,NULL,NULL,NULL
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01",26498,56,NULL,NULL,NULL
"Track and Field","Men's Pole Vault","2016-01-01",26499,26,NULL,NULL,NULL
"Track and Field","Men's 110 metres Hurdles","2016-01-01",26510,26,NULL,NULL,NULL
"Track and Field","Men's Javelin Throw","2016-01-01",26512,26,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",26530,26,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01",26530,26,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",26530,26,NULL,NULL,NULL
"Track and Field","Women's 20 kilometres Walk","2016-01-01",26651,26,NULL,NULL,NULL
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",26690,26,NULL,NULL,NULL
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",26795,130,NULL,NULL,NULL
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",26796,130,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",26873,67,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",26969,130,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",27048,71,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01",27048,71,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",27048,71,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",27062,19,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",27081,130,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",27081,130,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",27093,19,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",27093,19,NULL,NULL,NULL
"Track and Field","Men's 200 metres","2016-01-01",27104,56,NULL,NULL,NULL
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01",27104,56,NULL,NULL,NULL
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01",27131,179,NULL,NULL,NULL
"Track and Field","Men's Hammer Throw","2016-01-01",27136,120,NULL,NULL,NULL
"Track and Field","Women's Long Jump","2016-01-01",27380,195,NULL,NULL,NULL
"Track and Field","Men's 10,000 metres","2016-01-01",27450,63,NULL,NULL,NULL
"Track and Field","Women's High Jump","2016-01-01",27488,29,NULL,"1",NULL
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01",27572,40,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01",27572,40,"1",NULL,NULL
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",27572,40,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",27572,40,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",27572,40,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Rings","2016-01-01",27572,40,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",27572,40,NULL,NULL,NULL
"Track and Field","Men's Discus Throw","2016-01-01",27643,11,NULL,NULL,NULL
"Track and Field","Women's Shot Put","2016-01-01",27699,189,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01",27714,19,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",27714,19,NULL,NULL,NULL
"Track and Field","Women's Triple Jump","2016-01-01",27720,92,NULL,NULL,NULL
"Track and Field","Women's Javelin Throw","2016-01-01",27753,193,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01",27757,19,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01",27757,19,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",27757,19,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",27757,19,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",27757,19,NULL,NULL,NULL
"Track and Field","Men's 200 metres","2016-01-01",27768,92,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01",27842,179,NULL,NULL,NULL
"Swimming","Swimming Men's 400 metres Individual Medley","2016-01-01",27842,179,NULL,NULL,NULL
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01",27897,92,"1",NULL,NULL
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01",27897,92,"1",NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",27897,92,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01",27911,130,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01",27911,130,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",27911,130,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",27911,130,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",27911,130,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Rings","2016-01-01",27911,130,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",27911,130,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01",28016,49,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",28016,49,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",28016,49,NULL,NULL,NULL
"Track and Field","Men's 3,000 metres Steeplechase","2016-01-01",28026,19,NULL,NULL,NULL
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01",28039,86,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",28077,92,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",28101,92,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",28101,92,NULL,NULL,NULL
"Track and Field","Men's Triple Jump","2016-01-01",28120,115,NULL,NULL,NULL
"Track and Field","Women's 800 metres","2016-01-01",28143,50,NULL,NULL,NULL
"Track and Field","Women's 400 metres","2016-01-01",28171,73,NULL,NULL,NULL
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",28171,73,"1",NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",28225,173,NULL,NULL,NULL
"Track and Field","Men's 50 kilometres Walk","2016-01-01",28266,173,NULL,NULL,NULL
"Track and Field","Women's 1,500 metres","2016-01-01",28311,63,NULL,"1",NULL
"Track and Field","Women's Marathon","2016-01-01",28312,63,"1",NULL,NULL
"Track and Field","Women's 10,000 metres","2016-01-01",28313,63,"1",NULL,NULL
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01",28336,187,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",28336,187,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",28336,187,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",28336,187,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01",28371,18,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",28371,18,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",28371,18,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",28371,18,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Backstroke","2016-01-01",28430,71,NULL,NULL,NULL
"Track and Field","Men's Pole Vault","2016-01-01",28538,71,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Butterfly","2016-01-01",28569,74,NULL,NULL,NULL
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01",28574,74,NULL,NULL,NULL
"Track and Field","Men's Triple Jump","2016-01-01",28600,29,NULL,NULL,NULL
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01",28667,139,NULL,NULL,NULL
"Track and Field","Men's 50 kilometres Walk","2016-01-01",28676,67,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",28734,195,NULL,NULL,"1"
"Swimming","Swimming Women's 200 metres Backstroke","2016-01-01",28734,195,NULL,NULL,"1"
"Swimming","Swimming Women's 200 metres Individual Medley","2016-01-01",28734,195,"1",NULL,NULL
"Swimming","Swimming Women's 400 metres Individual Medley","2016-01-01",28734,195,NULL,"1",NULL
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01",28744,63,NULL,NULL,NULL
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01",28762,67,NULL,NULL,NULL
"Track and Field","Men's Decathlon","2016-01-01",28763,12,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",28814,73,NULL,NULL,NULL
"Track and Field","Men's 20 kilometres Walk","2016-01-01",28917,193,NULL,NULL,NULL
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01",28924,67,NULL,NULL,NULL
"Swimming","Swimming Men's 10 kilometres Open Water","2016-01-01",28937,26,NULL,NULL,NULL
"Track and Field","Men's 400 metres Hurdles","2016-01-01",28958,146,NULL,NULL,NULL
"Track and Field","Men's 200 metres","2016-01-01",29069,157,NULL,NULL,NULL
"Track and Field","Men's 50 kilometres Walk","2016-01-01",29113,71,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",29222,18,NULL,NULL,NULL
"Track and Field","Men's Hammer Throw","2016-01-01",29254,26,NULL,NULL,NULL
"Track and Field","Men's Triple Jump","2016-01-01",29336,92,NULL,NULL,NULL
"Track and Field","Men's Triple Jump","2016-01-01",29366,40,"1",NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",29372,40,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",29374,40,NULL,NULL,NULL
"Track and Field","Women's Shot Put","2016-01-01",29383,33,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",29457,108,NULL,NULL,NULL
"Track and Field","Men's Triple Jump","2016-01-01",29497,80,NULL,NULL,NULL
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01",29555,81,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",29590,26,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",29591,26,NULL,NULL,NULL
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01",29595,26,NULL,NULL,NULL
"Track and Field","Men's 100 metres","2016-01-01",29604,26,NULL,NULL,NULL
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01",29604,26,NULL,NULL,NULL
"Track and Field","Men's 50 kilometres Walk","2016-01-01",29610,26,NULL,NULL,NULL
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01",29644,92,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01",29644,92,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",29644,92,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",29644,92,NULL,NULL,NULL
"Swimming","Swimming Women's 400 metres Freestyle","2016-01-01",29668,103,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01",29686,195,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01",29686,195,NULL,NULL,"1"
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",29686,195,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",29686,195,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",29686,195,NULL,NULL,NULL
"Track and Field","Men's 110 metres Hurdles","2016-01-01",29737,74,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",29754,152,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",29775,146,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",29775,146,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01",29788,73,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",29788,73,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",29788,73,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01",29789,73,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01",29789,73,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",29789,73,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Horse Vault","2016-01-01",29789,73,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",29789,73,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",29789,73,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01",29813,90,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Breaststroke","2016-01-01",29813,90,NULL,NULL,NULL
"Track and Field","Men's Triple Jump","2016-01-01",29858,119,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",29890,151,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Horse Vault","2016-01-01",29890,151,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",29890,151,NULL,NULL,NULL
"Track and Field","Women's 20 kilometres Walk","2016-01-01",29898,52,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",29914,74,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",29933,53,NULL,NULL,NULL
"Swimming","Swimming Men's 10 kilometres Open Water","2016-01-01",29939,152,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",29948,108,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01",29962,130,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",29962,130,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01",29989,195,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",29989,195,NULL,NULL,"1"
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",29989,195,NULL,NULL,"1"
"Track and Field","Men's High Jump","2016-01-01",30097,34,NULL,NULL,"1"
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01",30138,152,NULL,NULL,NULL
"Track and Field","Men's Hammer Throw","2016-01-01",30141,73,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",30144,146,NULL,NULL,NULL
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01",30228,26,NULL,NULL,NULL
