datetime,date,gage_height_ft
2020-09-07 23:00:00,2020-09-07,2.68
2020-09-08 23:00:00,2020-09-08,2.63
2020-09-09 23:00:00,2020-09-09,2.61
2020-09-10 23:00:00,2020-09-10,2.55
2020-09-11 23:00:00,2020-09-11,2.52
2020-09-12 23:00:00,2020-09-12,2.44
2020-09-13 23:00:00,2020-09-13,7.06
2020-09-14 23:00:00,2020-09-14,3.40
2020-09-15 23:00:00,2020-09-15,3.09
2020-09-16 23:00:00,2020-09-16,2.94
2020-09-17 23:00:00,2020-09-17,2.83
2020-09-18 23:00:00,2020-09-18,2.78
2020-09-19 23:00:00,2020-09-19,2.72
2020-09-20 23:00:00,2020-09-20,2.68
2020-09-21 23:00:00,2020-09-21,2.64
2020-09-22 23:00:00,2020-09-22,2.55
2020-09-23 23:00:00,2020-09-23,2.59
2020-09-24 23:00:00,2020-09-24,2.66
2020-09-25 23:00:00,2020-09-25,2.57
2020-09-26 23:00:00,2020-09-26,2.58
2020-09-27 23:00:00,2020-09-27,2.55
2020-09-28 23:00:00,2020-09-28,2.55
2020-09-29 23:00:00,2020-09-29,2.56
2020-09-30 23:00:00,2020-09-30,2.58
2020-10-01 23:00:00,2020-10-01,2.55
2020-10-02 23:00:00,2020-10-02,2.53
2020-10-03 23:00:00,2020-10-03,2.40
2020-10-04 23:00:00,2020-10-04,2.43
2020-10-05 23:00:00,2020-10-05,2.43
2020-10-06 23:00:00,2020-10-06,2.41
2020-10-07 23:00:00,2020-10-07,2.42
2020-10-08 23:00:00,2020-10-08,2.38
2020-10-09 23:00:00,2020-10-09,2.39
2020-10-10 23:00:00,2020-10-10,2.70
2020-10-11 23:00:00,2020-10-11,3.19
2020-10-12 23:00:00,2020-10-12,3.03
2020-10-13 23:00:00,2020-10-13,2.87
2020-10-14 23:00:00,2020-10-14,2.77
2020-10-15 23:00:00,2020-10-15,2.74
2020-10-16 23:00:00,2020-10-16,2.69
2020-10-17 23:00:00,2020-10-17,2.60
2020-10-18 23:00:00,2020-10-18,2.61
2020-10-19 23:00:00,2020-10-19,2.58
2020-10-20 23:00:00,2020-10-20,2.47
2020-10-21 23:00:00,2020-10-21,2.55
2020-10-22 23:00:00,2020-10-22,2.52
2020-10-23 23:00:00,2020-10-23,2.52
2020-10-24 23:00:00,2020-10-24,2.91
2020-10-25 23:00:00,2020-10-25,2.76
2020-10-26 23:00:00,2020-10-26,2.69
2020-10-27 23:00:00,2020-10-27,2.72
2020-10-28 23:00:00,2020-10-28,3.10
2020-10-29 23:00:00,2020-10-29,3.46
2020-10-30 23:00:00,2020-10-30,3.10
2020-10-31 23:00:00,2020-10-31,2.94
2020-11-01 23:00:00,2020-11-01,2.85
2020-11-02 23:00:00,2020-11-02,2.78
2020-11-03 23:00:00,2020-11-03,2.70
2020-11-04 23:00:00,2020-11-04,2.70
2020-11-05 23:00:00,2020-11-05,2.68
2020-11-06 23:00:00,2020-11-06,2.62
2020-11-07 23:00:00,2020-11-07,2.58
2020-11-08 23:00:00,2020-11-08,2.51
2020-11-09 23:00:00,2020-11-09,2.56
2020-11-10 23:00:00,2020-11-10,2.47
2020-11-11 23:00:00,2020-11-11,2.49
2020-11-12 23:00:00,2020-11-12,2.49
2020-11-13 23:00:00,2020-11-13,2.49
2020-11-14 23:00:00,2020-11-14,2.46
2020-11-15 23:00:00,2020-11-15,2.49
2020-11-16 23:00:00,2020-11-16,2.40
2020-11-17 23:00:00,2020-11-17,2.43
2020-11-18 23:00:00,2020-11-18,2.43
2020-11-19 23:00:00,2020-11-19,2.40
2020-11-20 23:00:00,2020-11-20,2.38
2020-11-21 23:00:00,2020-11-21,2.38
2020-11-22 23:00:00,2020-11-22,2.40
2020-11-23 23:00:00,2020-11-23,2.37
2020-11-24 23:00:00,2020-11-24,2.39
2020-11-25 23:00:00,2020-11-25,2.39
2020-11-26 23:00:00,2020-11-26,2.33
2020-11-27 23:00:00,2020-11-27,2.34
2020-11-28 23:00:00,2020-11-28,2.35
2020-11-29 23:00:00,2020-11-29,2.42
2020-11-30 23:00:00,2020-11-30,2.99
2020-12-01 23:00:00,2020-12-01,2.94
2020-12-02 23:00:00,2020-12-02,2.82
2020-12-03 23:00:00,2020-12-03,2.77
2020-12-04 23:00:00,2020-12-04,5.85
2020-12-05 23:00:00,2020-12-05,3.55
2020-12-06 23:00:00,2020-12-06,3.25
2020-12-07 23:00:00,2020-12-07,3.09
2020-12-08 23:00:00,2020-12-08,3.00
2020-12-09 23:00:00,2020-12-09,2.93
2020-12-10 23:00:00,2020-12-10,2.88
2020-12-11 23:00:00,2020-12-11,2.83
2020-12-12 23:00:00,2020-12-12,2.85
2020-12-13 23:00:00,2020-12-13,2.84
2020-12-14 23:00:00,2020-12-14,4.85
2020-12-15 23:00:00,2020-12-15,3.57
2020-12-16 23:00:00,2020-12-16,3.39
2020-12-17 23:00:00,2020-12-17,3.28
2020-12-18 23:00:00,2020-12-18,3.17
2020-12-19 23:00:00,2020-12-19,3.08
2020-12-20 23:00:00,2020-12-20,3.07
2020-12-21 23:00:00,2020-12-21,3.01
2020-12-22 23:00:00,2020-12-22,2.96
2020-12-23 23:00:00,2020-12-23,2.93
2020-12-24 23:00:00,2020-12-24,5.06
2020-12-25 23:00:00,2020-12-25,3.60
2020-12-26 23:00:00,2020-12-26,3.32
2020-12-27 23:00:00,2020-12-27,3.20
2020-12-28 23:00:00,2020-12-28,3.09
2020-12-29 23:00:00,2020-12-29,3.03
2020-12-30 23:00:00,2020-12-30,2.99
2020-12-31 23:00:00,2020-12-31,3.12
2021-01-01 23:00:00,2021-01-01,4.60
2021-01-02 23:00:00,2021-01-02,3.58
2021-01-03 23:00:00,2021-01-03,3.33
2021-01-04 23:00:00,2021-01-04,3.20
2021-01-05 23:00:00,2021-01-05,3.13
2021-01-06 23:00:00,2021-01-06,3.05
2021-01-07 23:00:00,2021-01-07,3.01
2021-01-08 23:00:00,2021-01-08,3.00
2021-01-09 23:00:00,2021-01-09,2.97
2021-01-10 23:00:00,2021-01-10,2.94
2021-01-11 23:00:00,2021-01-11,2.92
2021-01-12 23:00:00,2021-01-12,2.91
2021-01-13 23:00:00,2021-01-13,2.88
2021-01-14 23:00:00,2021-01-14,2.87
2021-01-15 23:00:00,2021-01-15,2.84
2021-01-16 23:00:00,2021-01-16,2.80
2021-01-17 23:00:00,2021-01-17,2.81
2021-01-18 23:00:00,2021-01-18,2.78
2021-01-19 23:00:00,2021-01-19,2.76
2021-01-20 23:00:00,2021-01-20,2.80
2021-01-21 23:00:00,2021-01-21,2.78
2021-01-22 23:00:00,2021-01-22,2.79
2021-01-23 23:00:00,2021-01-23,2.77
2021-01-24 23:00:00,2021-01-24,2.78
2021-01-25 23:00:00,2021-01-25,3.41
2021-01-26 23:00:00,2021-01-26,3.71
2021-01-27 23:00:00,2021-01-27,3.31
2021-01-28 23:00:00,2021-01-28,3.17
2021-01-29 23:00:00,2021-01-29,3.09
2021-01-30 23:00:00,2021-01-30,3.06
2021-01-31 23:00:00,2021-01-31,3.09
2021-02-01 23:00:00,2021-02-01,3.05
2021-02-02 23:00:00,2021-02-02,3.04
2021-02-03 23:00:00,2021-02-03,3.00
2021-02-04 23:00:00,2021-02-04,2.98
2021-02-05 23:00:00,2021-02-05,3.17
2021-02-06 23:00:00,2021-02-06,3.11
2021-02-07 23:00:00,2021-02-07,3.51
2021-02-08 23:00:00,2021-02-08,3.40
2021-02-09 23:00:00,2021-02-09,3.41
2021-02-10 23:00:00,2021-02-10,3.30
2021-02-11 23:00:00,2021-02-11,3.59
2021-02-12 23:00:00,2021-02-12,3.52
2021-02-13 23:00:00,2021-02-13,3.36
2021-02-14 23:00:00,2021-02-14,3.27
2021-02-15 23:00:00,2021-02-15,3.30
2021-02-16 23:00:00,2021-02-16,3.49
2021-02-17 23:00:00,2021-02-17,3.31
2021-02-18 23:00:00,2021-02-18,3.27
2021-02-19 23:00:00,2021-02-19,3.22
2021-02-20 23:00:00,2021-02-20,3.22
2021-02-21 23:00:00,2021-02-21,3.54
2021-02-22 23:00:00,2021-02-22,5.48
2021-02-23 23:00:00,2021-02-23,3.94
2021-02-24 23:00:00,2021-02-24,3.59
2021-02-25 23:00:00,2021-02-25,3.38
2021-02-26 23:00:00,2021-02-26,3.50
2021-02-27 23:00:00,2021-02-27,4.47
2021-02-28 23:00:00,2021-02-28,4.30
2021-03-01 23:00:00,2021-03-01,7.17
2021-03-02 23:00:00,2021-03-02,4.44
2021-03-03 23:00:00,2021-03-03,3.89
2021-03-04 23:00:00,2021-03-04,3.63
2021-03-05 23:00:00,2021-03-05,3.45
2021-03-06 23:00:00,2021-03-06,3.34
2021-03-07 23:00:00,2021-03-07,3.26
2021-03-08 23:00:00,2021-03-08,3.16
2021-03-09 23:00:00,2021-03-09,3.10
2021-03-10 23:00:00,2021-03-10,3.03
2021-03-11 23:00:00,2021-03-11,3.01
2021-03-12 23:00:00,2021-03-12,2.96
2021-03-13 23:00:00,2021-03-13,2.94
2021-03-14 23:00:00,2021-03-14,2.94
2021-03-15 23:00:00,2021-03-15,2.90
2021-03-16 23:00:00,2021-03-16,2.89
2021-03-17 23:00:00,2021-03-17,3.32
2021-03-18 23:00:00,2021-03-18,6.14
2021-03-19 23:00:00,2021-03-19,4.07
2021-03-20 23:00:00,2021-03-20,3.67
2021-03-21 23:00:00,2021-03-21,3.45
2021-03-22 23:00:00,2021-03-22,3.28
2021-03-23 23:00:00,2021-03-23,3.19
2021-03-24 23:00:00,2021-03-24,3.14
2021-03-25 23:00:00,2021-03-25,5.71
2021-03-26 23:00:00,2021-03-26,3.99
2021-03-27 23:00:00,2021-03-27,18.21
2021-03-28 23:00:00,2021-03-28,16.25
2021-03-29 23:00:00,2021-03-29,5.44
2021-03-30 23:00:00,2021-03-30,4.28
2021-03-31 23:00:00,2021-03-31,8.59
2021-04-01 23:00:00,2021-04-01,4.57
2021-04-02 23:00:00,2021-04-02,3.98
2021-04-03 23:00:00,2021-04-03,3.70
2021-04-04 23:00:00,2021-04-04,3.51
2021-04-05 23:00:00,2021-04-05,3.39
2021-04-06 23:00:00,2021-04-06,3.30
2021-04-07 23:00:00,2021-04-07,3.22
2021-04-08 23:00:00,2021-04-08,3.62
2021-04-09 23:00:00,2021-04-09,3.24
2021-04-10 23:00:00,2021-04-10,3.19
2021-04-11 23:00:00,2021-04-11,3.12
2021-04-12 23:00:00,2021-04-12,3.04
2021-04-13 23:00:00,2021-04-13,2.97
2021-04-14 23:00:00,2021-04-14,2.93
2021-04-15 23:00:00,2021-04-15,2.88
2021-04-16 23:00:00,2021-04-16,2.84
2021-04-17 23:00:00,2021-04-17,2.81
2021-04-18 23:00:00,2021-04-18,2.75
2021-04-19 23:00:00,2021-04-19,2.75
2021-04-20 23:00:00,2021-04-20,2.68
2021-04-21 23:00:00,2021-04-21,2.69
2021-04-22 23:00:00,2021-04-22,2.67
2021-04-23 23:00:00,2021-04-23,2.59
2021-04-24 23:00:00,2021-04-24,2.76
2021-04-25 23:00:00,2021-04-25,2.75
2021-04-26 23:00:00,2021-04-26,2.71
2021-04-27 23:00:00,2021-04-27,2.62
2021-04-28 23:00:00,2021-04-28,2.82
2021-04-29 23:00:00,2021-04-29,2.82
2021-04-30 23:00:00,2021-04-30,2.73
2021-05-01 23:00:00,2021-05-01,2.70
2021-05-02 23:00:00,2021-05-02,2.69
2021-05-03 23:00:00,2021-05-03,4.61
2021-05-04 23:00:00,2021-05-04,7.58
2021-05-05 23:00:00,2021-05-05,4.08
2021-05-06 23:00:00,2021-05-06,3.64
2021-05-07 23:00:00,2021-05-07,3.36
2021-05-08 23:00:00,2021-05-08,3.20
2021-05-09 23:00:00,2021-05-09,3.19
2021-05-10 23:00:00,2021-05-10,3.35
2021-05-11 23:00:00,2021-05-11,3.14
2021-05-12 23:00:00,2021-05-12,3.04
2021-05-13 23:00:00,2021-05-13,2.94
2021-05-14 23:00:00,2021-05-14,2.87
2021-05-15 23:00:00,2021-05-15,2.86
2021-05-16 23:00:00,2021-05-16,2.83
2021-05-17 23:00:00,2021-05-17,2.79
2021-05-18 23:00:00,2021-05-18,2.70
2021-05-19 23:00:00,2021-05-19,2.68
2021-05-20 23:00:00,2021-05-20,2.68
2021-05-21 23:00:00,2021-05-21,2.64
2021-05-22 23:00:00,2021-05-22,2.61
2021-05-23 23:00:00,2021-05-23,2.59
2021-05-24 23:00:00,2021-05-24,2.57
2021-05-25 23:00:00,2021-05-25,2.48
2021-05-26 23:00:00,2021-05-26,2.52
2021-05-27 23:00:00,2021-05-27,2.46
2021-05-28 23:00:00,2021-05-28,2.66
2021-05-29 23:00:00,2021-05-29,2.51
2021-05-30 23:00:00,2021-05-30,2.46
2021-05-31 23:00:00,2021-05-31,2.47
2021-06-01 23:00:00,2021-06-01,2.38
2021-06-02 23:00:00,2021-06-02,2.78
2021-06-03 23:00:00,2021-06-03,2.98
2021-06-04 23:00:00,2021-06-04,2.88
2021-06-05 23:00:00,2021-06-05,2.76
2021-06-06 23:00:00,2021-06-06,2.71
2021-06-07 23:00:00,2021-06-07,2.67
2021-06-08 23:00:00,2021-06-08,2.72
2021-06-09 23:00:00,2021-06-09,2.68
2021-06-10 23:00:00,2021-06-10,2.57
2021-06-11 23:00:00,2021-06-11,2.97
2021-06-12 23:00:00,2021-06-12,2.67
2021-06-13 23:00:00,2021-06-13,2.62
2021-06-14 23:00:00,2021-06-14,2.57
2021-06-15 23:00:00,2021-06-15,2.67
2021-06-16 23:00:00,2021-06-16,2.56
2021-06-17 23:00:00,2021-06-17,2.46
2021-06-18 23:00:00,2021-06-18,2.46
2021-06-19 23:00:00,2021-06-19,2.42
2021-06-20 23:00:00,2021-06-20,2.42
2021-06-21 23:00:00,2021-06-21,2.48
2021-06-22 23:00:00,2021-06-22,2.53
2021-06-23 23:00:00,2021-06-23,2.50
2021-06-24 23:00:00,2021-06-24,2.47
2021-06-25 23:00:00,2021-06-25,2.29
2021-06-26 23:00:00,2021-06-26,2.41
2021-06-27 23:00:00,2021-06-27,2.32
2021-06-28 23:00:00,2021-06-28,2.34
2021-06-29 23:00:00,2021-06-29,2.49
2021-06-30 23:00:00,2021-06-30,2.42
2021-07-01 23:00:00,2021-07-01,2.51
2021-07-02 23:00:00,2021-07-02,2.40
2021-07-03 23:00:00,2021-07-03,2.35
2021-07-04 23:00:00,2021-07-04,2.31
2021-07-05 23:00:00,2021-07-05,2.22
2021-07-06 23:00:00,2021-07-06,2.18
2021-07-07 23:00:00,2021-07-07,2.48
2021-07-08 23:00:00,2021-07-08,2.29
2021-07-09 23:00:00,2021-07-09,2.71
2021-07-10 23:00:00,2021-07-10,2.84
2021-07-11 23:00:00,2021-07-11,2.75
2021-07-12 23:00:00,2021-07-12,3.04
2021-07-13 23:00:00,2021-07-13,3.05
2021-07-14 23:00:00,2021-07-14,2.89
2021-07-15 23:00:00,2021-07-15,2.75
2021-07-16 23:00:00,2021-07-16,2.71
2021-07-17 23:00:00,2021-07-17,2.60
2021-07-18 23:00:00,2021-07-18,2.63
2021-07-19 23:00:00,2021-07-19,2.61
2021-07-20 23:00:00,2021-07-20,2.57
2021-07-21 23:00:00,2021-07-21,2.51
2021-07-22 23:00:00,2021-07-22,2.50
2021-07-23 23:00:00,2021-07-23,2.36
2021-07-24 23:00:00,2021-07-24,2.45
2021-07-25 23:00:00,2021-07-25,2.43
2021-07-26 23:00:00,2021-07-26,2.27
2021-07-27 23:00:00,2021-07-27,2.30
2021-07-28 23:00:00,2021-07-28,2.33
2021-07-29 23:00:00,2021-07-29,2.39
2021-07-30 23:00:00,2021-07-30,2.19
2021-07-31 23:00:00,2021-07-31,2.30
2021-08-01 23:00:00,2021-08-01,2.56
2021-08-02 23:00:00,2021-08-02,2.40
2021-08-03 23:00:00,2021-08-03,2.44
2021-08-04 23:00:00,2021-08-04,2.41
2021-08-05 23:00:00,2021-08-05,2.28
2021-08-06 23:00:00,2021-08-06,2.21
2021-08-07 23:00:00,2021-08-07,2.39
2021-08-08 23:00:00,2021-08-08,2.31
2021-08-09 23:00:00,2021-08-09,2.39
2021-08-10 23:00:00,2021-08-10,2.37
2021-08-11 23:00:00,2021-08-11,2.18
2021-08-12 23:00:00,2021-08-12,2.28
2021-08-13 23:00:00,2021-08-13,2.29
2021-08-14 23:00:00,2021-08-14,2.26
2021-08-15 23:00:00,2021-08-15,3.18
2021-08-16 23:00:00,2021-08-16,2.89
2021-08-17 23:00:00,2021-08-17,2.79
2021-08-18 23:00:00,2021-08-18,2.88
2021-08-19 23:00:00,2021-08-19,3.62
2021-08-20 23:00:00,2021-08-20,3.09
2021-08-21 23:00:00,2021-08-21,4.62
2021-08-22 23:00:00,2021-08-22,4.10
2021-08-23 23:00:00,2021-08-23,3.30
2021-08-24 23:00:00,2021-08-24,3.07
2021-08-25 23:00:00,2021-08-25,2.94
2021-08-26 23:00:00,2021-08-26,2.85
2021-08-27 23:00:00,2021-08-27,2.80
2021-08-28 23:00:00,2021-08-28,2.72
2021-08-29 23:00:00,2021-08-29,2.81
2021-08-30 23:00:00,2021-08-30,2.86
2021-08-31 23:00:00,2021-08-31,9.64
2021-09-01 23:00:00,2021-09-01,4.17
2021-09-02 23:00:00,2021-09-02,3.48
2021-09-03 23:00:00,2021-09-03,3.19
2021-09-04 23:00:00,2021-09-04,3.08
2021-09-05 23:00:00,2021-09-05,2.98
2021-09-06 23:00:00,2021-09-06,2.92
2021-09-07 23:00:00,2021-09-07,2.87
2021-09-08 23:00:00,2021-09-08,2.81
2021-09-09 23:00:00,2021-09-09,2.75
2021-09-10 23:00:00,2021-09-10,2.71
2021-09-11 23:00:00,2021-09-11,2.66
2021-09-12 23:00:00,2021-09-12,2.62
2021-09-13 23:00:00,2021-09-13,2.61
2021-09-14 23:00:00,2021-09-14,2.59
2021-09-15 23:00:00,2021-09-15,2.56
2021-09-16 23:00:00,2021-09-16,2.60
2021-09-17 23:00:00,2021-09-17,2.54
2021-09-18 23:00:00,2021-09-18,8.38
2021-09-19 23:00:00,2021-09-19,11.99
2021-09-20 23:00:00,2021-09-20,15.59
2021-09-21 23:00:00,2021-09-21,7.28
2021-09-22 23:00:00,2021-09-22,6.91
2021-09-23 23:00:00,2021-09-23,4.30
2021-09-24 23:00:00,2021-09-24,3.70
2021-09-25 23:00:00,2021-09-25,3.45
2021-09-26 23:00:00,2021-09-26,3.29
2021-09-27 23:00:00,2021-09-27,3.16
2021-09-28 23:00:00,2021-09-28,3.09
2021-09-29 23:00:00,2021-09-29,3.01
2021-09-30 23:00:00,2021-09-30,2.96
2021-10-01 23:00:00,2021-10-01,2.91
2021-10-02 23:00:00,2021-10-02,3.02
2021-10-03 23:00:00,2021-10-03,3.16
2021-10-04 23:00:00,2021-10-04,3.26
2021-10-05 23:00:00,2021-10-05,3.07
2021-10-06 23:00:00,2021-10-06,3.81
2021-10-07 23:00:00,2021-10-07,5.88
2021-10-08 23:00:00,2021-10-08,3.98
2021-10-09 23:00:00,2021-10-09,3.50
2021-10-10 23:00:00,2021-10-10,3.33
2021-10-11 23:00:00,2021-10-11,3.17
2021-10-12 23:00:00,2021-10-12,3.09
2021-10-13 23:00:00,2021-10-13,2.99
2021-10-14 23:00:00,2021-10-14,2.97
2021-10-15 23:00:00,2021-10-15,2.95
2021-10-16 23:00:00,2021-10-16,2.95
2021-10-17 23:00:00,2021-10-17,2.86
2021-10-18 23:00:00,2021-10-18,2.81
2021-10-19 23:00:00,2021-10-19,2.79
2021-10-20 23:00:00,2021-10-20,2.75
2021-10-21 23:00:00,2021-10-21,2.80
2021-10-22 23:00:00,2021-10-22,2.71
2021-10-23 23:00:00,2021-10-23,2.63
2021-10-24 23:00:00,2021-10-24,2.67
2021-10-25 23:00:00,2021-10-25,2.75
2021-10-26 23:00:00,2021-10-26,2.67
2021-10-27 23:00:00,2021-10-27,2.63
2021-10-28 23:00:00,2021-10-28,2.67
2021-10-29 23:00:00,2021-10-29,2.78
2021-10-30 23:00:00,2021-10-30,2.78
2021-10-31 23:00:00,2021-10-31,2.81
2021-11-01 23:00:00,2021-11-01,2.85
2021-11-02 23:00:00,2021-11-02,2.75
2021-11-03 23:00:00,2021-11-03,2.71
2021-11-04 23:00:00,2021-11-04,2.64
2021-11-05 23:00:00,2021-11-05,2.62
2021-11-06 23:00:00,2021-11-06,2.60
2021-11-07 23:00:00,2021-11-07,2.59
2021-11-08 23:00:00,2021-11-08,2.57
2021-11-09 23:00:00,2021-11-09,2.57
2021-11-10 23:00:00,2021-11-10,2.54
2021-11-11 23:00:00,2021-11-11,2.52
2021-11-12 23:00:00,2021-11-12,2.53
2021-11-13 23:00:00,2021-11-13,2.47
2021-11-14 23:00:00,2021-11-14,2.47
2021-11-15 23:00:00,2021-11-15,2.47
2021-11-16 23:00:00,2021-11-16,2.48
2021-11-17 23:00:00,2021-11-17,2.47
2021-11-18 23:00:00,2021-11-18,2.76
2021-11-19 23:00:00,2021-11-19,2.71
2021-11-20 23:00:00,2021-11-20,2.71
2021-11-21 23:00:00,2021-11-21,2.75
2021-11-22 23:00:00,2021-11-22,2.73
2021-11-23 23:00:00,2021-11-23,2.74
2021-11-24 23:00:00,2021-11-24,2.76
2021-11-25 23:00:00,2021-11-25,2.81
2021-11-26 23:00:00,2021-11-26,2.87
2021-11-27 23:00:00,2021-11-27,2.86
2021-11-28 23:00:00,2021-11-28,2.83
2021-11-29 23:00:00,2021-11-29,2.78
2021-11-30 23:00:00,2021-11-30,2.71
2021-12-01 23:00:00,2021-12-01,2.73
2021-12-02 23:00:00,2021-12-02,2.70
2021-12-03 23:00:00,2021-12-03,2.67
2021-12-04 23:00:00,2021-12-04,2.63
2021-12-05 23:00:00,2021-12-05,2.62
2021-12-06 23:00:00,2021-12-06,3.81
2021-12-07 23:00:00,2021-12-07,3.21
2021-12-08 23:00:00,2021-12-08,3.03
2021-12-09 23:00:00,2021-12-09,2.96
2021-12-10 23:00:00,2021-12-10,2.91
2021-12-11 23:00:00,2021-12-11,6.30
2021-12-12 23:00:00,2021-12-12,3.80
2021-12-13 23:00:00,2021-12-13,3.45
2021-12-14 23:00:00,2021-12-14,3.26
2021-12-15 23:00:00,2021-12-15,3.16
2021-12-16 23:00:00,2021-12-16,3.32
2021-12-17 23:00:00,2021-12-17,10.08
2021-12-18 23:00:00,2021-12-18,6.24
2021-12-19 23:00:00,2021-12-19,4.09
2021-12-20 23:00:00,2021-12-20,3.69
2021-12-21 23:00:00,2021-12-21,3.48
2021-12-22 23:00:00,2021-12-22,3.33
2021-12-23 23:00:00,2021-12-23,3.23
2021-12-24 23:00:00,2021-12-24,3.16
2021-12-25 23:00:00,2021-12-25,3.11
2021-12-26 23:00:00,2021-12-26,3.04
2021-12-27 23:00:00,2021-12-27,3.01
2021-12-28 23:00:00,2021-12-28,2.95
2021-12-29 23:00:00,2021-12-29,4.76
2021-12-30 23:00:00,2021-12-30,4.40
2021-12-31 23:00:00,2021-12-31,3.83
2022-01-01 23:00:00,2022-01-01,6.10
2022-01-02 23:00:00,2022-01-02,5.83
2022-01-03 23:00:00,2022-01-03,5.41
2022-01-04 23:00:00,2022-01-04,4.56
2022-01-05 23:00:00,2022-01-05,4.47
2022-01-06 23:00:00,2022-01-06,3.95
2022-01-07 23:00:00,2022-01-07,3.67
2022-01-08 23:00:00,2022-01-08,3.63
2022-01-09 23:00:00,2022-01-09,10.87
2022-01-10 23:00:00,2022-01-10,4.67
2022-01-11 23:00:00,2022-01-11,3.89
2022-01-12 23:00:00,2022-01-12,3.63
2022-01-13 23:00:00,2022-01-13,3.46
2022-01-14 23:00:00,2022-01-14,3.33
2022-01-15 23:00:00,2022-01-15,3.25
2022-01-16 23:00:00,2022-01-16,13.41
2022-01-17 23:00:00,2022-01-17,4.72
2022-01-18 23:00:00,2022-01-18,4.01
2022-01-19 23:00:00,2022-01-19,5.77
2022-01-20 23:00:00,2022-01-20,5.91
2022-01-21 23:00:00,2022-01-21,4.24
2022-01-22 23:00:00,2022-01-22,3.80
2022-01-23 23:00:00,2022-01-23,3.62
2022-01-24 23:00:00,2022-01-24,3.46
2022-01-25 23:00:00,2022-01-25,3.40
2022-01-26 23:00:00,2022-01-26,3.31
2022-01-27 23:00:00,2022-01-27,3.24
2022-01-28 23:00:00,2022-01-28,3.22
2022-01-29 23:00:00,2022-01-29,3.16
2022-01-30 23:00:00,2022-01-30,3.09
2022-01-31 23:00:00,2022-01-31,3.03
2022-02-01 23:00:00,2022-02-01,3.02
2022-02-02 23:00:00,2022-02-02,3.28
2022-02-03 23:00:00,2022-02-03,5.78
2022-02-04 23:00:00,2022-02-04,4.42
2022-02-05 23:00:00,2022-02-05,3.78
2022-02-06 23:00:00,2022-02-06,3.58
2022-02-07 23:00:00,2022-02-07,3.44
2022-02-08 23:00:00,2022-02-08,3.33
2022-02-09 23:00:00,2022-02-09,3.26
2022-02-10 23:00:00,2022-02-10,3.22
2022-02-11 23:00:00,2022-02-11,3.13
2022-02-12 23:00:00,2022-02-12,3.09
2022-02-13 23:00:00,2022-02-13,3.07
2022-02-14 23:00:00,2022-02-14,3.04
2022-02-15 23:00:00,2022-02-15,2.99
2022-02-16 23:00:00,2022-02-16,2.97
2022-02-17 23:00:00,2022-02-17,3.56
2022-02-18 23:00:00,2022-02-18,3.67
2022-02-19 23:00:00,2022-02-19,3.37
2022-02-20 23:00:00,2022-02-20,3.27
2022-02-21 23:00:00,2022-02-21,3.22
2022-02-22 23:00:00,2022-02-22,9.01
2022-02-23 23:00:00,2022-02-23,7.64
2022-02-24 23:00:00,2022-02-24,10.35
2022-02-25 23:00:00,2022-02-25,6.26
2022-02-26 23:00:00,2022-02-26,4.56
2022-02-27 23:00:00,2022-02-27,4.59
2022-02-28 23:00:00,2022-02-28,3.99
2022-03-01 23:00:00,2022-03-01,3.72
2022-03-02 23:00:00,2022-03-02,3.56
2022-03-03 23:00:00,2022-03-03,3.43
2022-03-04 23:00:00,2022-03-04,3.31
2022-03-05 23:00:00,2022-03-05,3.22
2022-03-06 23:00:00,2022-03-06,3.17
2022-03-07 23:00:00,2022-03-07,3.39
2022-03-08 23:00:00,2022-03-08,3.46
2022-03-09 23:00:00,2022-03-09,4.09
2022-03-10 23:00:00,2022-03-10,3.60
2022-03-11 23:00:00,2022-03-11,3.41
2022-03-12 23:00:00,2022-03-12,3.36
2022-03-13 23:00:00,2022-03-13,3.26
2022-03-14 23:00:00,2022-03-14,3.23
2022-03-15 23:00:00,2022-03-15,3.18
2022-03-16 23:00:00,2022-03-16,3.83
2022-03-17 23:00:00,2022-03-17,3.42
2022-03-18 23:00:00,2022-03-18,3.95
2022-03-19 23:00:00,2022-03-19,3.49
2022-03-20 23:00:00,2022-03-20,3.33
2022-03-21 23:00:00,2022-03-21,3.21
2022-03-22 23:00:00,2022-03-22,3.41
2022-03-23 23:00:00,2022-03-23,4.43
2022-03-24 23:00:00,2022-03-24,3.65
2022-03-25 23:00:00,2022-03-25,3.40
2022-03-26 23:00:00,2022-03-26,3.25
2022-03-27 23:00:00,2022-03-27,3.15
2022-03-28 23:00:00,2022-03-28,3.06
2022-03-29 23:00:00,2022-03-29,3.00
2022-03-30 23:00:00,2022-03-30,3.04
2022-03-31 23:00:00,2022-03-31,3.48
2022-04-01 23:00:00,2022-04-01,3.20
2022-04-02 23:00:00,2022-04-02,3.10
2022-04-03 23:00:00,2022-04-03,3.04
2022-04-04 23:00:00,2022-04-04,3.02
2022-04-05 23:00:00,2022-04-05,3.12
2022-04-06 23:00:00,2022-04-06,3.12
2022-04-07 23:00:00,2022-04-07,3.04
2022-04-08 23:00:00,2022-04-08,3.00
2022-04-09 23:00:00,2022-04-09,2.95
2022-04-10 23:00:00,2022-04-10,2.93
2022-04-11 23:00:00,2022-04-11,2.94
