datetime,date,gage_height_ft
2008-05-28 23:00:00,2008-05-28,2.67
2008-05-29 23:00:00,2008-05-29,2.61
2008-05-30 23:00:00,2008-05-30,2.51
2008-05-31 23:00:00,2008-05-31,2.51
2008-06-01 23:00:00,2008-06-01,3.76
2008-06-02 23:00:00,2008-06-02,3.20
2008-06-03 23:00:00,2008-06-03,3.00
2008-06-04 23:00:00,2008-06-04,2.86
2008-06-05 23:00:00,2008-06-05,2.84
2008-06-06 23:00:00,2008-06-06,2.72
2008-06-07 23:00:00,2008-06-07,2.66
2008-06-08 23:00:00,2008-06-08,2.62
2008-06-09 23:00:00,2008-06-09,2.75
2008-06-10 23:00:00,2008-06-10,2.53
2008-06-11 23:00:00,2008-06-11,2.51
2008-06-12 23:00:00,2008-06-12,2.47
2008-06-13 23:00:00,2008-06-13,2.67
2008-06-14 23:00:00,2008-06-14,2.67
2008-06-15 23:00:00,2008-06-15,2.56
2008-06-16 23:00:00,2008-06-16,2.48
2008-06-17 23:00:00,2008-06-17,2.57
2008-06-18 23:00:00,2008-06-18,2.47
2008-06-19 23:00:00,2008-06-19,2.42
2008-06-20 23:00:00,2008-06-20,2.41
2008-06-21 23:00:00,2008-06-21,2.61
2008-06-22 23:00:00,2008-06-22,2.76
2008-06-23 23:00:00,2008-06-23,2.60
2008-06-24 23:00:00,2008-06-24,2.47
2008-06-25 23:00:00,2008-06-25,2.42
2008-06-26 23:00:00,2008-06-26,2.39
2008-06-27 23:00:00,2008-06-27,2.33
2008-06-28 23:00:00,2008-06-28,2.33
2008-06-29 23:00:00,2008-06-29,2.81
2008-06-30 23:00:00,2008-06-30,2.60
2008-07-01 23:00:00,2008-07-01,2.51
2008-07-02 23:00:00,2008-07-02,2.44
2008-07-03 23:00:00,2008-07-03,2.39
2008-07-04 23:00:00,2008-07-04,2.34
2008-07-05 23:00:00,2008-07-05,2.39
2008-07-06 23:00:00,2008-07-06,2.36
2008-07-07 23:00:00,2008-07-07,2.39
2008-07-08 23:00:00,2008-07-08,2.26
2008-07-09 23:00:00,2008-07-09,2.24
2008-07-10 23:00:00,2008-07-10,2.27
2008-07-11 23:00:00,2008-07-11,2.30
2008-07-12 23:00:00,2008-07-12,2.23
2008-07-13 23:00:00,2008-07-13,2.36
2008-07-14 23:00:00,2008-07-14,2.29
2008-07-15 23:00:00,2008-07-15,2.09
2008-07-16 23:00:00,2008-07-16,2.14
2008-07-17 23:00:00,2008-07-17,2.15
2008-07-18 23:00:00,2008-07-18,2.09
2008-07-19 23:00:00,2008-07-19,2.07
2008-07-20 23:00:00,2008-07-20,2.10
2008-07-21 23:00:00,2008-07-21,2.09
2008-07-22 23:00:00,2008-07-22,2.07
2008-07-23 23:00:00,2008-07-23,1.99
2008-07-24 23:00:00,2008-07-24,2.00
2008-07-25 23:00:00,2008-07-25,2.58
2008-07-26 23:00:00,2008-07-26,2.35
2008-07-27 23:00:00,2008-07-27,2.31
2008-07-28 23:00:00,2008-07-28,2.28
2008-07-29 23:00:00,2008-07-29,2.19
2008-07-30 23:00:00,2008-07-30,2.13
2008-07-31 23:00:00,2008-07-31,2.14
2008-08-01 23:00:00,2008-08-01,2.27
2008-08-02 23:00:00,2008-08-02,2.31
2008-08-03 23:00:00,2008-08-03,2.23
2008-08-04 23:00:00,2008-08-04,2.17
2008-08-05 23:00:00,2008-08-05,2.13
2008-08-06 23:00:00,2008-08-06,2.09
2008-08-07 23:00:00,2008-08-07,2.11
2008-08-08 23:00:00,2008-08-08,2.02
2008-08-09 23:00:00,2008-08-09,2.09
2008-08-10 23:00:00,2008-08-10,2.10
2008-08-11 23:00:00,2008-08-11,2.05
2008-08-12 23:00:00,2008-08-12,2.09
2008-08-13 23:00:00,2008-08-13,2.00
2008-08-14 23:00:00,2008-08-14,1.97
2008-08-15 23:00:00,2008-08-15,2.01
2008-08-16 23:00:00,2008-08-16,1.98
2008-08-17 23:00:00,2008-08-17,1.98
2008-08-18 23:00:00,2008-08-18,1.97
2008-08-19 23:00:00,2008-08-19,1.93
2008-08-20 23:00:00,2008-08-20,1.90
2008-08-21 23:00:00,2008-08-21,1.90
2008-08-22 23:00:00,2008-08-22,1.90
2008-08-23 23:00:00,2008-08-23,1.96
2008-08-24 23:00:00,2008-08-24,1.98
2008-08-25 23:00:00,2008-08-25,2.19
2008-08-26 23:00:00,2008-08-26,2.58
2008-08-27 23:00:00,2008-08-27,2.44
2008-08-28 23:00:00,2008-08-28,2.48
2008-08-29 23:00:00,2008-08-29,2.87
2008-08-30 23:00:00,2008-08-30,2.59
2008-08-31 23:00:00,2008-08-31,2.53
2008-09-01 23:00:00,2008-09-01,2.46
2008-09-02 23:00:00,2008-09-02,2.40
2008-09-03 23:00:00,2008-09-03,2.33
2008-09-04 23:00:00,2008-09-04,2.29
2008-09-05 23:00:00,2008-09-05,2.29
2008-09-06 23:00:00,2008-09-06,2.22
2008-09-07 23:00:00,2008-09-07,2.24
2008-09-08 23:00:00,2008-09-08,2.19
2008-09-09 23:00:00,2008-09-09,2.17
2008-09-10 23:00:00,2008-09-10,2.21
2008-09-11 23:00:00,2008-09-11,2.12
2008-09-12 23:00:00,2008-09-12,2.11
2008-09-13 23:00:00,2008-09-13,2.07
2008-09-14 23:00:00,2008-09-14,2.09
2008-09-15 23:00:00,2008-09-15,2.07
2008-09-16 23:00:00,2008-09-16,2.03
2008-09-17 23:00:00,2008-09-17,2.00
2008-09-18 23:00:00,2008-09-18,2.02
2008-09-19 23:00:00,2008-09-19,2.03
2008-09-20 23:00:00,2008-09-20,1.99
2008-09-21 23:00:00,2008-09-21,2.03
2008-09-22 23:00:00,2008-09-22,2.01
2008-09-23 23:00:00,2008-09-23,2.01
2008-09-24 23:00:00,2008-09-24,2.00
2008-09-25 23:00:00,2008-09-25,1.80
2008-09-26 23:00:00,2008-09-26,1.77
2008-09-27 23:00:00,2008-09-27,1.79
2008-09-28 23:00:00,2008-09-28,1.94
2008-09-29 23:00:00,2008-09-29,1.93
2008-09-30 23:00:00,2008-09-30,1.98
2008-10-01 23:00:00,2008-10-01,1.92
2008-10-02 23:00:00,2008-10-02,1.95
2008-10-03 23:00:00,2008-10-03,1.93
2008-10-04 23:00:00,2008-10-04,1.92
2008-10-05 23:00:00,2008-10-05,1.96
2008-10-06 23:00:00,2008-10-06,1.91
2008-10-07 23:00:00,2008-10-07,1.98
2008-10-08 23:00:00,2008-10-08,2.68
2008-10-09 23:00:00,2008-10-09,2.30
2008-10-10 23:00:00,2008-10-10,2.18
2008-10-11 23:00:00,2008-10-11,2.11
2008-10-12 23:00:00,2008-10-12,2.13
2008-10-13 23:00:00,2008-10-13,2.09
2008-10-14 23:00:00,2008-10-14,2.11
2008-10-15 23:00:00,2008-10-15,2.05
2008-10-16 23:00:00,2008-10-16,2.18
2008-10-17 23:00:00,2008-10-17,2.08
2008-10-18 23:00:00,2008-10-18,2.01
2008-10-19 23:00:00,2008-10-19,2.18
2008-10-20 23:00:00,2008-10-20,2.16
2008-10-21 23:00:00,2008-10-21,2.04
2008-10-22 23:00:00,2008-10-22,2.13
2008-10-23 23:00:00,2008-10-23,2.03
2008-10-24 23:00:00,2008-10-24,2.75
2008-10-25 23:00:00,2008-10-25,2.44
2008-10-26 23:00:00,2008-10-26,2.37
2008-10-27 23:00:00,2008-10-27,2.36
2008-10-28 23:00:00,2008-10-28,2.34
2008-10-29 23:00:00,2008-10-29,2.24
2008-10-30 23:00:00,2008-10-30,2.29
2008-10-31 23:00:00,2008-10-31,2.21
2008-11-01 23:00:00,2008-11-01,2.22
2008-11-02 23:00:00,2008-11-02,2.24
2008-11-03 23:00:00,2008-11-03,2.19
2008-11-04 23:00:00,2008-11-04,2.10
2008-11-05 23:00:00,2008-11-05,2.21
2008-11-06 23:00:00,2008-11-06,2.09
2008-11-07 23:00:00,2008-11-07,2.43
2008-11-08 23:00:00,2008-11-08,2.19
2008-11-09 23:00:00,2008-11-09,2.17
2008-11-10 23:00:00,2008-11-10,2.23
2008-11-11 23:00:00,2008-11-11,2.22
2008-11-12 23:00:00,2008-11-12,2.17
2008-11-13 23:00:00,2008-11-13,2.24
2008-11-14 23:00:00,2008-11-14,2.26
2008-11-15 23:00:00,2008-11-15,2.43
2008-11-16 23:00:00,2008-11-16,2.37
2008-11-17 23:00:00,2008-11-17,2.45
2008-11-18 23:00:00,2008-11-18,2.48
2008-11-19 23:00:00,2008-11-19,2.46
2008-11-20 23:00:00,2008-11-20,2.43
2008-11-21 23:00:00,2008-11-21,2.39
2008-11-22 23:00:00,2008-11-22,2.33
2008-11-23 23:00:00,2008-11-23,2.35
2008-11-24 23:00:00,2008-11-24,2.41
2008-11-25 23:00:00,2008-11-25,2.36
2008-11-26 23:00:00,2008-11-26,2.30
2008-11-27 23:00:00,2008-11-27,2.25
2008-11-28 23:00:00,2008-11-28,2.27
2008-11-29 23:00:00,2008-11-29,2.27
2008-11-30 23:00:00,2008-11-30,2.31
2008-12-01 23:00:00,2008-12-01,2.36
2008-12-02 23:00:00,2008-12-02,2.34
2008-12-03 23:00:00,2008-12-03,2.27
2008-12-04 23:00:00,2008-12-04,2.54
2008-12-05 23:00:00,2008-12-05,2.45
2008-12-06 23:00:00,2008-12-06,2.55
2008-12-07 23:00:00,2008-12-07,2.57
2008-12-08 23:00:00,2008-12-08,2.53
2008-12-09 23:00:00,2008-12-09,2.85
2008-12-10 23:00:00,2008-12-10,5.27
2008-12-11 23:00:00,2008-12-11,8.75
2008-12-12 23:00:00,2008-12-12,4.70
2008-12-13 23:00:00,2008-12-13,3.78
2008-12-14 23:00:00,2008-12-14,3.48
2008-12-15 23:00:00,2008-12-15,3.35
2008-12-16 23:00:00,2008-12-16,3.73
2008-12-17 23:00:00,2008-12-17,3.63
2008-12-18 23:00:00,2008-12-18,3.46
2008-12-19 23:00:00,2008-12-19,3.31
2008-12-20 23:00:00,2008-12-20,3.40
2008-12-21 23:00:00,2008-12-21,3.77
2008-12-22 23:00:00,2008-12-22,3.39
2008-12-23 23:00:00,2008-12-23,3.24
2008-12-24 23:00:00,2008-12-24,3.51
2008-12-25 23:00:00,2008-12-25,3.67
2008-12-26 23:00:00,2008-12-26,3.43
2008-12-27 23:00:00,2008-12-27,3.33
2008-12-28 23:00:00,2008-12-28,3.71
2008-12-29 23:00:00,2008-12-29,3.44
2008-12-30 23:00:00,2008-12-30,3.28
2008-12-31 23:00:00,2008-12-31,3.17
2009-01-01 23:00:00,2009-01-01,3.08
2009-01-02 23:00:00,2009-01-02,3.00
2009-01-03 23:00:00,2009-01-03,2.97
2009-01-04 23:00:00,2009-01-04,2.94
2009-01-05 23:00:00,2009-01-05,3.04
2009-01-06 23:00:00,2009-01-06,4.45
2009-01-07 23:00:00,2009-01-07,4.98
2009-01-08 23:00:00,2009-01-08,3.82
2009-01-09 23:00:00,2009-01-09,3.49
2009-01-10 23:00:00,2009-01-10,3.55
2009-01-11 23:00:00,2009-01-11,3.78
2009-01-12 23:00:00,2009-01-12,3.47
2009-01-13 23:00:00,2009-01-13,3.30
2009-01-14 23:00:00,2009-01-14,3.20
2009-01-15 23:00:00,2009-01-15,3.09
2009-01-16 23:00:00,2009-01-16,3.01
2009-01-17 23:00:00,2009-01-17,2.95
2009-01-18 23:00:00,2009-01-18,2.93
2009-01-19 23:00:00,2009-01-19,2.91
2009-01-20 23:00:00,2009-01-20,2.86
2009-01-21 23:00:00,2009-01-21,2.84
2009-01-22 23:00:00,2009-01-22,2.82
2009-01-23 23:00:00,2009-01-23,2.80
2009-01-24 23:00:00,2009-01-24,2.74
2009-01-25 23:00:00,2009-01-25,2.70
2009-01-26 23:00:00,2009-01-26,2.68
2009-01-27 23:00:00,2009-01-27,2.80
2009-01-28 23:00:00,2009-01-28,4.51
2009-01-29 23:00:00,2009-01-29,3.61
2009-01-30 23:00:00,2009-01-30,3.35
2009-01-31 23:00:00,2009-01-31,3.20
2009-02-01 23:00:00,2009-02-01,3.09
2009-02-02 23:00:00,2009-02-02,3.03
2009-02-03 23:00:00,2009-02-03,2.95
2009-02-04 23:00:00,2009-02-04,2.93
2009-02-05 23:00:00,2009-02-05,2.89
2009-02-06 23:00:00,2009-02-06,2.86
2009-02-07 23:00:00,2009-02-07,2.84
2009-02-08 23:00:00,2009-02-08,2.81
2009-02-09 23:00:00,2009-02-09,2.75
2009-02-10 23:00:00,2009-02-10,2.75
2009-02-11 23:00:00,2009-02-11,2.90
2009-02-12 23:00:00,2009-02-12,2.87
2009-02-13 23:00:00,2009-02-13,2.79
2009-02-14 23:00:00,2009-02-14,2.77
2009-02-15 23:00:00,2009-02-15,2.75
2009-02-16 23:00:00,2009-02-16,2.74
2009-02-17 23:00:00,2009-02-17,2.71
2009-02-18 23:00:00,2009-02-18,2.85
2009-02-19 23:00:00,2009-02-19,2.91
2009-02-20 23:00:00,2009-02-20,2.86
2009-02-21 23:00:00,2009-02-21,2.84
2009-02-22 23:00:00,2009-02-22,2.82
2009-02-23 23:00:00,2009-02-23,2.80
2009-02-24 23:00:00,2009-02-24,2.77
2009-02-25 23:00:00,2009-02-25,2.76
2009-02-26 23:00:00,2009-02-26,2.75
2009-02-27 23:00:00,2009-02-27,2.83
2009-02-28 23:00:00,2009-02-28,3.07
2009-03-01 23:00:00,2009-03-01,3.76
2009-03-02 23:00:00,2009-03-02,3.64
2009-03-03 23:00:00,2009-03-03,3.46
2009-03-04 23:00:00,2009-03-04,3.36
2009-03-05 23:00:00,2009-03-05,3.30
2009-03-06 23:00:00,2009-03-06,3.18
2009-03-07 23:00:00,2009-03-07,3.11
2009-03-08 23:00:00,2009-03-08,3.05
2009-03-09 23:00:00,2009-03-09,2.98
2009-03-10 23:00:00,2009-03-10,2.93
2009-03-11 23:00:00,2009-03-11,2.88
2009-03-12 23:00:00,2009-03-12,2.98
2009-03-13 23:00:00,2009-03-13,3.25
2009-03-14 23:00:00,2009-03-14,9.45
2009-03-15 23:00:00,2009-03-15,4.99
2009-03-16 23:00:00,2009-03-16,3.95
2009-03-17 23:00:00,2009-03-17,3.60
2009-03-18 23:00:00,2009-03-18,3.39
2009-03-19 23:00:00,2009-03-19,3.26
2009-03-20 23:00:00,2009-03-20,3.14
2009-03-21 23:00:00,2009-03-21,3.06
2009-03-22 23:00:00,2009-03-22,3.00
2009-03-23 23:00:00,2009-03-23,2.94
2009-03-24 23:00:00,2009-03-24,2.90
2009-03-25 23:00:00,2009-03-25,3.06
2009-03-26 23:00:00,2009-03-26,8.96
2009-03-27 23:00:00,2009-03-27,4.22
2009-03-28 23:00:00,2009-03-28,4.32
2009-03-29 23:00:00,2009-03-29,3.84
2009-03-30 23:00:00,2009-03-30,3.52
2009-03-31 23:00:00,2009-03-31,3.39
2009-04-01 23:00:00,2009-04-01,3.29
2009-04-02 23:00:00,2009-04-02,4.39
2009-04-03 23:00:00,2009-04-03,5.72
2009-04-04 23:00:00,2009-04-04,4.13
2009-04-05 23:00:00,2009-04-05,3.73
2009-04-06 23:00:00,2009-04-06,3.55
2009-04-07 23:00:00,2009-04-07,3.42
2009-04-08 23:00:00,2009-04-08,3.30
2009-04-09 23:00:00,2009-04-09,3.19
2009-04-10 23:00:00,2009-04-10,5.79
2009-04-11 23:00:00,2009-04-11,3.93
2009-04-12 23:00:00,2009-04-12,3.57
2009-04-13 23:00:00,2009-04-13,3.75
2009-04-14 23:00:00,2009-04-14,4.21
2009-04-15 23:00:00,2009-04-15,3.62
2009-04-16 23:00:00,2009-04-16,3.41
2009-04-17 23:00:00,2009-04-17,3.28
2009-04-18 23:00:00,2009-04-18,3.19
2009-04-19 23:00:00,2009-04-19,3.37
2009-04-20 23:00:00,2009-04-20,3.64
2009-04-21 23:00:00,2009-04-21,3.44
2009-04-22 23:00:00,2009-04-22,3.25
2009-04-23 23:00:00,2009-04-23,3.14
2009-04-24 23:00:00,2009-04-24,3.11
2009-04-25 23:00:00,2009-04-25,3.06
2009-04-26 23:00:00,2009-04-26,2.99
2009-04-27 23:00:00,2009-04-27,3.15
2009-04-28 23:00:00,2009-04-28,3.01
2009-04-29 23:00:00,2009-04-29,2.95
2009-04-30 23:00:00,2009-04-30,2.76
2009-05-01 23:00:00,2009-05-01,4.09
2009-05-02 23:00:00,2009-05-02,12.64
2009-05-03 23:00:00,2009-05-03,10.76
2009-05-04 23:00:00,2009-05-04,6.20
2009-05-05 23:00:00,2009-05-05,4.30
2009-05-06 23:00:00,2009-05-06,7.54
2009-05-07 23:00:00,2009-05-07,5.07
2009-05-08 23:00:00,2009-05-08,5.42
2009-05-09 23:00:00,2009-05-09,4.25
2009-05-10 23:00:00,2009-05-10,3.73
2009-05-11 23:00:00,2009-05-11,3.62
2009-05-12 23:00:00,2009-05-12,3.39
2009-05-13 23:00:00,2009-05-13,3.23
2009-05-14 23:00:00,2009-05-14,3.13
2009-05-15 23:00:00,2009-05-15,3.20
2009-05-16 23:00:00,2009-05-16,3.30
2009-05-17 23:00:00,2009-05-17,3.17
2009-05-18 23:00:00,2009-05-18,3.04
2009-05-19 23:00:00,2009-05-19,2.95
2009-05-20 23:00:00,2009-05-20,2.88
2009-05-21 23:00:00,2009-05-21,2.81
2009-05-22 23:00:00,2009-05-22,2.75
2009-05-23 23:00:00,2009-05-23,2.71
2009-05-24 23:00:00,2009-05-24,2.70
2009-05-25 23:00:00,2009-05-25,2.69
2009-05-26 23:00:00,2009-05-26,3.01
2009-05-27 23:00:00,2009-05-27,2.81
2009-05-28 23:00:00,2009-05-28,3.01
2009-05-29 23:00:00,2009-05-29,2.93
2009-05-30 23:00:00,2009-05-30,2.93
2009-05-31 23:00:00,2009-05-31,2.97
2009-06-01 23:00:00,2009-06-01,2.74
2009-06-02 23:00:00,2009-06-02,2.81
2009-06-03 23:00:00,2009-06-03,2.99
2009-06-04 23:00:00,2009-06-04,2.74
2009-06-05 23:00:00,2009-06-05,2.69
2009-06-06 23:00:00,2009-06-06,2.61
2009-06-07 23:00:00,2009-06-07,2.54
2009-06-08 23:00:00,2009-06-08,2.48
2009-06-09 23:00:00,2009-06-09,2.39
2009-06-10 23:00:00,2009-06-10,2.33
2009-06-11 23:00:00,2009-06-11,3.02
2009-06-12 23:00:00,2009-06-12,2.82
2009-06-13 23:00:00,2009-06-13,2.69
2009-06-14 23:00:00,2009-06-14,2.68
2009-06-15 23:00:00,2009-06-15,2.56
2009-06-16 23:00:00,2009-06-16,2.52
2009-06-17 23:00:00,2009-06-17,2.46
2009-06-18 23:00:00,2009-06-18,2.37
2009-06-19 23:00:00,2009-06-19,2.48
2009-06-20 23:00:00,2009-06-20,2.27
2009-06-21 23:00:00,2009-06-21,2.19
2009-06-22 23:00:00,2009-06-22,2.27
2009-06-23 23:00:00,2009-06-23,2.18
2009-06-24 23:00:00,2009-06-24,2.45
2009-06-25 23:00:00,2009-06-25,2.02
2009-06-26 23:00:00,2009-06-26,2.18
2009-06-27 23:00:00,2009-06-27,2.12
2009-06-28 23:00:00,2009-06-28,2.41
2009-06-29 23:00:00,2009-06-29,2.12
2009-06-30 23:00:00,2009-06-30,2.16
2009-07-01 23:00:00,2009-07-01,2.13
2009-07-02 23:00:00,2009-07-02,2.06
2009-07-03 23:00:00,2009-07-03,2.19
2009-07-04 23:00:00,2009-07-04,2.11
2009-07-05 23:00:00,2009-07-05,2.75
2009-07-06 23:00:00,2009-07-06,2.73
2009-07-07 23:00:00,2009-07-07,2.34
2009-07-08 23:00:00,2009-07-08,2.36
2009-07-09 23:00:00,2009-07-09,2.33
2009-07-10 23:00:00,2009-07-10,2.35
2009-07-11 23:00:00,2009-07-11,2.28
2009-07-12 23:00:00,2009-07-12,2.57
2009-07-13 23:00:00,2009-07-13,3.14
2009-07-14 23:00:00,2009-07-14,2.97
2009-07-15 23:00:00,2009-07-15,2.60
2009-07-16 23:00:00,2009-07-16,2.64
2009-07-17 23:00:00,2009-07-17,2.50
2009-07-18 23:00:00,2009-07-18,2.56
2009-07-19 23:00:00,2009-07-19,2.50
2009-07-20 23:00:00,2009-07-20,2.43
2009-07-21 23:00:00,2009-07-21,2.27
2009-07-22 23:00:00,2009-07-22,2.32
2009-07-23 23:00:00,2009-07-23,2.35
2009-07-24 23:00:00,2009-07-24,2.20
2009-07-25 23:00:00,2009-07-25,2.29
2009-07-26 23:00:00,2009-07-26,2.37
2009-07-27 23:00:00,2009-07-27,2.22
2009-07-28 23:00:00,2009-07-28,2.96
2009-07-29 23:00:00,2009-07-29,2.68
2009-07-30 23:00:00,2009-07-30,2.82
2009-07-31 23:00:00,2009-07-31,2.78
2009-08-01 23:00:00,2009-08-01,2.75
2009-08-02 23:00:00,2009-08-02,2.68
2009-08-03 23:00:00,2009-08-03,2.61
2009-08-04 23:00:00,2009-08-04,2.64
2009-08-05 23:00:00,2009-08-05,2.62
2009-08-06 23:00:00,2009-08-06,2.65
2009-08-07 23:00:00,2009-08-07,2.61
2009-08-08 23:00:00,2009-08-08,2.47
2009-08-09 23:00:00,2009-08-09,2.50
2009-08-10 23:00:00,2009-08-10,2.46
2009-08-11 23:00:00,2009-08-11,2.37
2009-08-12 23:00:00,2009-08-12,2.40
2009-08-13 23:00:00,2009-08-13,2.31
2009-08-14 23:00:00,2009-08-14,2.13
2009-08-15 23:00:00,2009-08-15,2.07
2009-08-16 23:00:00,2009-08-16,2.17
2009-08-17 23:00:00,2009-08-17,2.07
2009-08-18 23:00:00,2009-08-18,2.13
2009-08-19 23:00:00,2009-08-19,2.37
2009-08-20 23:00:00,2009-08-20,2.21
2009-08-21 23:00:00,2009-08-21,2.22
2009-08-22 23:00:00,2009-08-22,2.14
2009-08-23 23:00:00,2009-08-23,2.22
2009-08-24 23:00:00,2009-08-24,2.16
2009-08-25 23:00:00,2009-08-25,2.19
2009-08-26 23:00:00,2009-08-26,2.08
2009-08-27 23:00:00,2009-08-27,1.99
2009-08-28 23:00:00,2009-08-28,2.27
2009-08-29 23:00:00,2009-08-29,2.23
2009-08-30 23:00:00,2009-08-30,2.19
2009-08-31 23:00:00,2009-08-31,2.15
2009-09-01 23:00:00,2009-09-01,1.94
2009-09-02 23:00:00,2009-09-02,1.91
2009-09-03 23:00:00,2009-09-03,2.04
2009-09-04 23:00:00,2009-09-04,1.75
2009-09-05 23:00:00,2009-09-05,1.98
2009-09-06 23:00:00,2009-09-06,2.00
2009-09-07 23:00:00,2009-09-07,2.05
2009-09-08 23:00:00,2009-09-08,2.15
2009-09-09 23:00:00,2009-09-09,1.98
2009-09-10 23:00:00,2009-09-10,2.17
2009-09-11 23:00:00,2009-09-11,2.15
2009-09-12 23:00:00,2009-09-12,1.98
2009-09-13 23:00:00,2009-09-13,2.16
2009-09-14 23:00:00,2009-09-14,2.10
2009-09-15 23:00:00,2009-09-15,2.61
2009-09-16 23:00:00,2009-09-16,2.71
2009-09-17 23:00:00,2009-09-17,16.26
2009-09-18 23:00:00,2009-09-18,4.33
2009-09-19 23:00:00,2009-09-19,4.15
2009-09-20 23:00:00,2009-09-20,3.36
2009-09-21 23:00:00,2009-09-21,3.31
2009-09-22 23:00:00,2009-09-22,3.23
2009-09-23 23:00:00,2009-09-23,3.14
2009-09-24 23:00:00,2009-09-24,2.97
2009-09-25 23:00:00,2009-09-25,2.89
2009-09-26 23:00:00,2009-09-26,3.38
2009-09-27 23:00:00,2009-09-27,3.27
2009-09-28 23:00:00,2009-09-28,3.05
2009-09-29 23:00:00,2009-09-29,2.92
2009-09-30 23:00:00,2009-09-30,2.85
2009-10-01 23:00:00,2009-10-01,2.76
2009-10-02 23:00:00,2009-10-02,2.74
2009-10-03 23:00:00,2009-10-03,2.71
2009-10-04 23:00:00,2009-10-04,2.78
2009-10-05 23:00:00,2009-10-05,2.78
2009-10-06 23:00:00,2009-10-06,2.77
2009-10-07 23:00:00,2009-10-07,2.92
2009-10-08 23:00:00,2009-10-08,2.87
2009-10-09 23:00:00,2009-10-09,2.94
2009-10-10 23:00:00,2009-10-10,3.24
2009-10-11 23:00:00,2009-10-11,3.06
2009-10-12 23:00:00,2009-10-12,3.03
2009-10-13 23:00:00,2009-10-13,3.12
2009-10-14 23:00:00,2009-10-14,3.21
2009-10-15 23:00:00,2009-10-15,8.06
2009-10-16 23:00:00,2009-10-16,3.87
2009-10-17 23:00:00,2009-10-17,3.49
2009-10-18 23:00:00,2009-10-18,3.28
2009-10-19 23:00:00,2009-10-19,3.13
2009-10-20 23:00:00,2009-10-20,3.02
2009-10-21 23:00:00,2009-10-21,2.95
2009-10-22 23:00:00,2009-10-22,2.90
2009-10-23 23:00:00,2009-10-23,2.92
2009-10-24 23:00:00,2009-10-24,2.97
2009-10-25 23:00:00,2009-10-25,2.92
2009-10-26 23:00:00,2009-10-26,2.87
2009-10-27 23:00:00,2009-10-27,2.96
2009-10-28 23:00:00,2009-10-28,3.00
2009-10-29 23:00:00,2009-10-29,2.96
2009-10-30 23:00:00,2009-10-30,3.11
2009-10-31 23:00:00,2009-10-31,6.73
2009-11-01 23:00:00,2009-11-01,3.98
2009-11-02 23:00:00,2009-11-02,3.58
2009-11-03 23:00:00,2009-11-03,3.36
2009-11-04 23:00:00,2009-11-04,3.22
2009-11-05 23:00:00,2009-11-05,3.11
2009-11-06 23:00:00,2009-11-06,3.01
2009-11-07 23:00:00,2009-11-07,2.97
2009-11-08 23:00:00,2009-11-08,2.93
2009-11-09 23:00:00,2009-11-09,2.85
2009-11-10 23:00:00,2009-11-10,2.86
2009-11-11 23:00:00,2009-11-11,2.83
2009-11-12 23:00:00,2009-11-12,2.80
2009-11-13 23:00:00,2009-11-13,2.76
2009-11-14 23:00:00,2009-11-14,2.73
2009-11-15 23:00:00,2009-11-15,2.72
2009-11-16 23:00:00,2009-11-16,2.69
2009-11-17 23:00:00,2009-11-17,2.64
2009-11-18 23:00:00,2009-11-18,2.62
2009-11-19 23:00:00,2009-11-19,2.65
2009-11-20 23:00:00,2009-11-20,2.62
2009-11-21 23:00:00,2009-11-21,2.54
2009-11-22 23:00:00,2009-11-22,2.59
2009-11-23 23:00:00,2009-11-23,2.52
2009-11-24 23:00:00,2009-11-24,2.56
2009-11-25 23:00:00,2009-11-25,2.53
2009-11-26 23:00:00,2009-11-26,2.50
2009-11-27 23:00:00,2009-11-27,2.52
2009-11-28 23:00:00,2009-11-28,2.44
2009-11-29 23:00:00,2009-11-29,2.51
2009-11-30 23:00:00,2009-11-30,2.73
2009-12-01 23:00:00,2009-12-01,2.77
2009-12-02 23:00:00,2009-12-02,3.37
2009-12-03 23:00:00,2009-12-03,3.33
2009-12-04 23:00:00,2009-12-04,3.13
2009-12-05 23:00:00,2009-12-05,3.00
2009-12-06 23:00:00,2009-12-06,2.94
2009-12-07 23:00:00,2009-12-07,2.92
2009-12-08 23:00:00,2009-12-08,3.45
2009-12-09 23:00:00,2009-12-09,4.92
2009-12-10 23:00:00,2009-12-10,3.72
2009-12-11 23:00:00,2009-12-11,3.42
2009-12-12 23:00:00,2009-12-12,3.26
2009-12-13 23:00:00,2009-12-13,7.97
2009-12-14 23:00:00,2009-12-14,4.12
2009-12-15 23:00:00,2009-12-15,3.64
2009-12-16 23:00:00,2009-12-16,3.43
2009-12-17 23:00:00,2009-12-17,3.29
2009-12-18 23:00:00,2009-12-18,3.40
2009-12-19 23:00:00,2009-12-19,3.61
2009-12-20 23:00:00,2009-12-20,3.40
2009-12-21 23:00:00,2009-12-21,3.29
2009-12-22 23:00:00,2009-12-22,3.16
2009-12-23 23:00:00,2009-12-23,3.12
2009-12-24 23:00:00,2009-12-24,3.06
2009-12-25 23:00:00,2009-12-25,3.80
2009-12-26 23:00:00,2009-12-26,3.41
2009-12-27 23:00:00,2009-12-27,3.26
2009-12-28 23:00:00,2009-12-28,3.17
2009-12-29 23:00:00,2009-12-29,3.07
2009-12-30 23:00:00,2009-12-30,3.05
