"sport","event","year","athlete_id","country_id","bronze","silver","gold"
"Alpine Skiing","Alpine Skiing Women's Slalom","2014-01-01",36235,195,NULL,NULL,NULL
"Biathlon","Biathlon Men's 10 kilometres Sprint","2014-01-01",36512,67,NULL,NULL,NULL
"Biathlon","Biathlon Men's 12.5 kilometres Pursuit","2014-01-01",36512,67,NULL,NULL,"1"
"Biathlon","Biathlon Men's 15 kilometres Mass Start","2014-01-01",36512,67,NULL,"1",NULL
"Biathlon","Biathlon Men's 20 kilometres","2014-01-01",36512,67,NULL,NULL,"1"
"Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay","2014-01-01",36512,67,NULL,NULL,NULL
"Biathlon","Biathlon Men's 10 kilometres Sprint","2014-01-01",36513,67,NULL,NULL,NULL
"Biathlon","Biathlon Men's 12.5 kilometres Pursuit","2014-01-01",36513,67,NULL,NULL,NULL
"Biathlon","Biathlon Men's 15 kilometres Mass Start","2014-01-01",36513,67,NULL,NULL,NULL
"Biathlon","Biathlon Men's 20 kilometres","2014-01-01",36513,67,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Downhill","2014-01-01",36815,12,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Super G","2014-01-01",36815,12,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Combined","2014-01-01",36815,12,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 15 kilometres","2014-01-01",36988,195,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 50 kilometres","2014-01-01",36988,195,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 30 km Skiathlon","2014-01-01",36988,195,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Sprint","2014-01-01",37870,152,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Super G","2014-01-01",37899,34,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Giant Slalom","2014-01-01",37899,34,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Slalom","2014-01-01",37899,34,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Combined","2014-01-01",37899,34,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's Sprint","2014-01-01",37912,34,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's 10 kilometres","2014-01-01",37912,34,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's 4 x 5 kilometres Relay","2014-01-01",37912,34,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's Team Sprint","2014-01-01",37912,34,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Sprint","2014-01-01",37922,67,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 15 kilometres","2014-01-01",37925,67,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 50 kilometres","2014-01-01",37925,67,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 30 km Skiathlon","2014-01-01",37925,67,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay","2014-01-01",37925,67,"1",NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Team Sprint","2014-01-01",37925,67,NULL,NULL,NULL
"Biathlon","Biathlon Women's 7.5 kilometres Sprint","2014-01-01",37933,62,NULL,NULL,NULL
"Biathlon","Biathlon Women's 15 kilometres","2014-01-01",37933,62,NULL,NULL,NULL
"Biathlon","Biathlon Women's 4 x 6 kilometres Relay","2014-01-01",37933,62,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's 10 kilometres","2014-01-01",38179,9,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Slalom","2014-01-01",38348,171,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Downhill","2014-01-01",38366,195,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Super G","2014-01-01",38366,195,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Slalom","2014-01-01",38381,166,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Combined","2014-01-01",38381,166,NULL,NULL,NULL
"Biathlon","Biathlon Men's 10 kilometres Sprint","2014-01-01",38449,152,NULL,NULL,NULL
"Biathlon","Biathlon Men's 12.5 kilometres Pursuit","2014-01-01",38449,152,NULL,NULL,NULL
"Biathlon","Biathlon Men's 15 kilometres Mass Start","2014-01-01",38449,152,NULL,NULL,NULL
"Biathlon","Biathlon Men's 20 kilometres","2014-01-01",38449,152,"1",NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Slalom","2014-01-01",38831,146,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Super G","2014-01-01",38951,146,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Giant Slalom","2014-01-01",38951,146,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Slalom","2014-01-01",38951,146,NULL,NULL,NULL
"Biathlon","Biathlon Women's 15 kilometres","2014-01-01",38975,179,NULL,NULL,NULL
"Biathlon","Biathlon Women's 4 x 6 kilometres Relay","2014-01-01",38975,179,NULL,NULL,NULL
"Biathlon","Biathlon Women's 7.5 kilometres Sprint","2014-01-01",38976,179,NULL,NULL,NULL
"Biathlon","Biathlon Women's 10 kilometres Pursuit","2014-01-01",38976,179,NULL,NULL,NULL
"Biathlon","Biathlon Women's 12.5 kilometres Mass Start","2014-01-01",38976,179,NULL,NULL,NULL
"Biathlon","Biathlon Women's 15 kilometres","2014-01-01",38976,179,NULL,NULL,NULL
"Biathlon","Biathlon Women's 4 x 6 kilometres Relay","2014-01-01",38976,179,NULL,NULL,NULL
"Biathlon","Biathlon Women's 7.5 kilometres Sprint","2014-01-01",38977,179,NULL,NULL,NULL
"Biathlon","Biathlon Women's 10 kilometres Pursuit","2014-01-01",38977,179,NULL,NULL,NULL
"Biathlon","Biathlon Women's 12.5 kilometres Mass Start","2014-01-01",38977,179,NULL,NULL,NULL
"Biathlon","Biathlon Women's 15 kilometres","2014-01-01",38977,179,NULL,"1",NULL
"Biathlon","Biathlon Women's 4 x 6 kilometres Relay","2014-01-01",38977,179,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Giant Slalom","2014-01-01",39006,8,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Slalom","2014-01-01",39006,8,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Giant Slalom","2014-01-01",39012,102,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Slalom","2014-01-01",39012,102,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Sprint","2014-01-01",39230,146,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 15 kilometres","2014-01-01",39230,146,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay","2014-01-01",39230,146,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Slalom","2014-01-01",39361,71,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Downhill","2014-01-01",39599,29,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Super G","2014-01-01",39599,29,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Slalom","2014-01-01",39599,29,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Combined","2014-01-01",39599,29,NULL,NULL,NULL
"Biathlon","Biathlon Women's 7.5 kilometres Sprint","2014-01-01",39717,166,NULL,NULL,NULL
"Biathlon","Biathlon Women's 10 kilometres Pursuit","2014-01-01",39717,166,NULL,NULL,NULL
"Biathlon","Biathlon Women's 15 kilometres","2014-01-01",39717,166,NULL,NULL,NULL
"Biathlon","Biathlon Women's 4 x 6 kilometres Relay","2014-01-01",39717,166,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Downhill","2014-01-01",40586,179,NULL,NULL,"1"
"Alpine Skiing","Alpine Skiing Women's Super G","2014-01-01",40586,179,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Giant Slalom","2014-01-01",40586,179,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Combined","2014-01-01",40586,179,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Slalom","2014-01-01",40587,179,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 50 kilometres","2014-01-01",40652,136,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 30 km Skiathlon","2014-01-01",40652,136,NULL,NULL,NULL
"Biathlon","Biathlon Women's 7.5 kilometres Sprint","2014-01-01",40685,11,NULL,NULL,NULL
"Biathlon","Biathlon Women's 15 kilometres","2014-01-01",40685,11,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 50 kilometres","2014-01-01",40728,152,NULL,NULL,NULL
"Biathlon","Biathlon Women's 15 kilometres","2014-01-01",40736,152,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Downhill","2014-01-01",40746,152,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Super G","2014-01-01",40746,152,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Sprint","2014-01-01",40840,136,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 15 kilometres","2014-01-01",41101,136,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Giant Slalom","2014-01-01",41110,195,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Combined","2014-01-01",41110,195,NULL,NULL,NULL
"Biathlon","Biathlon Men's 10 kilometres Sprint","2014-01-01",41243,84,NULL,NULL,NULL
"Biathlon","Biathlon Men's 20 kilometres","2014-01-01",41243,84,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Slalom","2014-01-01",41378,184,NULL,NULL,NULL
"Biathlon","Biathlon Women's 7.5 kilometres Sprint","2014-01-01",41447,92,NULL,NULL,NULL
"Biathlon","Biathlon Women's 10 kilometres Pursuit","2014-01-01",41447,92,NULL,NULL,NULL
"Biathlon","Biathlon Women's 15 kilometres","2014-01-01",41447,92,NULL,NULL,NULL
"Biathlon","Biathlon Women's 4 x 6 kilometres Relay","2014-01-01",41447,92,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Downhill","2014-01-01",41849,12,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Super G","2014-01-01",41849,12,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Giant Slalom","2014-01-01",41849,12,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Combined","2014-01-01",41849,12,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Slalom","2014-01-01",42386,67,NULL,NULL,NULL
"Biathlon","Biathlon Men's 10 kilometres Sprint","2014-01-01",42609,34,NULL,NULL,NULL
"Biathlon","Biathlon Men's 12.5 kilometres Pursuit","2014-01-01",42609,34,NULL,NULL,NULL
"Biathlon","Biathlon Men's 15 kilometres Mass Start","2014-01-01",42609,34,NULL,NULL,NULL
"Biathlon","Biathlon Men's 20 kilometres","2014-01-01",42609,34,NULL,NULL,NULL
"Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay","2014-01-01",42609,34,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 15 kilometres","2014-01-01",42701,195,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 50 kilometres","2014-01-01",42701,195,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 30 km Skiathlon","2014-01-01",42701,195,NULL,NULL,NULL
"Biathlon","Biathlon Women's 7.5 kilometres Sprint","2014-01-01",42724,167,NULL,NULL,NULL
"Biathlon","Biathlon Women's 10 kilometres Pursuit","2014-01-01",42724,167,"1",NULL,NULL
"Biathlon","Biathlon Women's 12.5 kilometres Mass Start","2014-01-01",42724,167,NULL,NULL,NULL
"Biathlon","Biathlon Women's 15 kilometres","2014-01-01",42724,167,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Sprint","2014-01-01",42821,29,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 50 kilometres","2014-01-01",42821,29,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 30 km Skiathlon","2014-01-01",42821,29,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Team Sprint","2014-01-01",42821,29,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's Sprint","2014-01-01",42919,29,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's 30 kilometres","2014-01-01",42919,29,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's 15 km Skiathlon","2014-01-01",42919,29,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Giant Slalom","2014-01-01",42931,198,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Slalom","2014-01-01",42931,198,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's Sprint","2014-01-01",43092,52,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's 4 x 5 kilometres Relay","2014-01-01",43092,52,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Sprint","2014-01-01",43143,67,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Slalom","2014-01-01",43184,92,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's Team Sprint","2014-01-01",43268,179,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Downhill","2014-01-01",43477,34,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Super G","2014-01-01",43477,34,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Downhill","2014-01-01",44137,179,"1",NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Super G","2014-01-01",44137,179,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Giant Slalom","2014-01-01",44137,179,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Combined","2014-01-01",44137,179,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 15 kilometres","2014-01-01",44172,173,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 50 kilometres","2014-01-01",44172,173,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 30 km Skiathlon","2014-01-01",44172,173,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Giant Slalom","2014-01-01",44185,5,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Slalom","2014-01-01",44185,5,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Combined","2014-01-01",44185,5,NULL,NULL,NULL
"Biathlon","Biathlon Men's 10 kilometres Sprint","2014-01-01",44256,146,NULL,NULL,NULL
"Biathlon","Biathlon Men's 20 kilometres","2014-01-01",44256,146,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Giant Slalom","2014-01-01",44294,85,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Slalom","2014-01-01",44294,85,NULL,NULL,NULL
"Biathlon","Biathlon Women's 7.5 kilometres Sprint","2014-01-01",44322,146,NULL,NULL,NULL
"Biathlon","Biathlon Women's 10 kilometres Pursuit","2014-01-01",44322,146,NULL,NULL,NULL
"Biathlon","Biathlon Women's 15 kilometres","2014-01-01",44322,146,NULL,NULL,NULL
"Biathlon","Biathlon Women's 4 x 6 kilometres Relay","2014-01-01",44322,146,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Giant Slalom","2014-01-01",44353,171,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Slalom","2014-01-01",44353,171,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's 10 kilometres","2014-01-01",44433,178,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's 30 kilometres","2014-01-01",44433,178,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's 4 x 5 kilometres Relay","2014-01-01",44433,178,NULL,NULL,"1"
"Alpine Skiing","Alpine Skiing Men's Giant Slalom","2014-01-01",44632,124,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Slalom","2014-01-01",44632,124,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Sprint","2014-01-01",44971,178,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 15 kilometres","2014-01-01",44972,107,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 30 km Skiathlon","2014-01-01",44972,107,NULL,NULL,NULL
"Biathlon","Biathlon Men's 20 kilometres","2014-01-01",45064,179,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Sprint","2014-01-01",45297,195,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Combined","2014-01-01",50161,12,NULL,"1",NULL
"Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay","2014-01-01",45297,195,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Team Sprint","2014-01-01",45297,195,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Giant Slalom","2014-01-01",45665,178,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Slalom","2014-01-01",45665,178,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Giant Slalom","2014-01-01",45666,147,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Slalom","2014-01-01",45666,147,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Slalom","2014-01-01",46037,178,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Giant Slalom","2014-01-01",46225,26,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Slalom","2014-01-01",46225,26,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Sprint","2014-01-01",46349,34,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 15 kilometres","2014-01-01",46349,34,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 50 kilometres","2014-01-01",46349,34,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 30 km Skiathlon","2014-01-01",46349,34,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Team Sprint","2014-01-01",46349,34,NULL,NULL,NULL
"Biathlon","Biathlon Men's 10 kilometres Sprint","2014-01-01",46444,166,NULL,NULL,NULL
"Biathlon","Biathlon Men's 20 kilometres","2014-01-01",46444,166,NULL,NULL,NULL
"Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay","2014-01-01",46444,166,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Sprint","2014-01-01",46591,136,NULL,NULL,"1"
"Cross Country Skiing","Cross Country Skiing Men's Team Sprint","2014-01-01",46591,136,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Giant Slalom","2014-01-01",46630,136,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Slalom","2014-01-01",46630,136,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Sprint","2014-01-01",46646,12,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 15 kilometres","2014-01-01",46646,12,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Team Sprint","2014-01-01",46646,12,NULL,NULL,NULL
"Biathlon","Biathlon Women's 7.5 kilometres Sprint","2014-01-01",46680,12,NULL,NULL,NULL
"Biathlon","Biathlon Women's 10 kilometres Pursuit","2014-01-01",46680,12,NULL,NULL,NULL
"Biathlon","Biathlon Women's 15 kilometres","2014-01-01",46680,12,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Downhill","2014-01-01",47063,178,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Super G","2014-01-01",47063,178,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Combined","2014-01-01",47063,178,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Sprint","2014-01-01",47091,179,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Downhill","2014-01-01",47116,92,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Super G","2014-01-01",47116,92,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 15 kilometres","2014-01-01",47226,66,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 50 kilometres","2014-01-01",47226,66,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 30 km Skiathlon","2014-01-01",47226,66,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay","2014-01-01",47226,66,NULL,NULL,NULL
"Biathlon","Biathlon Women's 7.5 kilometres Sprint","2014-01-01",47278,34,NULL,NULL,NULL
"Biathlon","Biathlon Women's 10 kilometres Pursuit","2014-01-01",47278,34,NULL,NULL,NULL
"Biathlon","Biathlon Women's 15 kilometres","2014-01-01",47278,34,NULL,NULL,NULL
"Biathlon","Biathlon Women's 4 x 6 kilometres Relay","2014-01-01",47278,34,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's Sprint","2014-01-01",47457,178,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 15 kilometres","2014-01-01",47457,178,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 30 km Skiathlon","2014-01-01",47457,178,NULL,"1",NULL
"Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay","2014-01-01",47457,178,NULL,NULL,"1"
"Biathlon","Biathlon Women's 7.5 kilometres Sprint","2014-01-01",47627,71,NULL,NULL,NULL
"Biathlon","Biathlon Women's 10 kilometres Pursuit","2014-01-01",47627,71,NULL,NULL,NULL
"Biathlon","Biathlon Women's 12.5 kilometres Mass Start","2014-01-01",47627,71,NULL,NULL,NULL
"Biathlon","Biathlon Women's 4 x 6 kilometres Relay","2014-01-01",47627,71,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Slalom","2014-01-01",47852,12,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's Sprint","2014-01-01",48175,71,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's 4 x 5 kilometres Relay","2014-01-01",48175,71,"1",NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's Team Sprint","2014-01-01",48175,71,NULL,NULL,NULL
"Biathlon","Biathlon Women's 12.5 kilometres Mass Start","2014-01-01",48529,71,NULL,NULL,NULL
"Biathlon","Biathlon Women's 15 kilometres","2014-01-01",48529,71,NULL,NULL,NULL
"Biathlon","Biathlon Women's 4 x 6 kilometres Relay","2014-01-01",48529,71,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Giant Slalom","2014-01-01",48817,12,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Slalom","2014-01-01",48817,12,NULL,"1",NULL
"Cross Country Skiing","Cross Country Skiing Men's Sprint","2014-01-01",49092,92,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 50 kilometres","2014-01-01",49092,92,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay","2014-01-01",49092,92,NULL,NULL,NULL
"Biathlon","Biathlon Men's 10 kilometres Sprint","2014-01-01",49094,92,NULL,NULL,NULL
"Biathlon","Biathlon Men's 12.5 kilometres Pursuit","2014-01-01",49094,92,NULL,NULL,NULL
"Biathlon","Biathlon Men's 15 kilometres Mass Start","2014-01-01",49094,92,NULL,NULL,NULL
"Biathlon","Biathlon Men's 20 kilometres","2014-01-01",49094,92,NULL,NULL,NULL
"Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay","2014-01-01",49094,92,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 15 kilometres","2014-01-01",49115,195,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 50 kilometres","2014-01-01",49115,195,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 30 km Skiathlon","2014-01-01",49115,195,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay","2014-01-01",49115,195,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Downhill","2014-01-01",49178,71,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Super G","2014-01-01",49178,71,NULL,"1",NULL
"Alpine Skiing","Alpine Skiing Women's Slalom","2014-01-01",49178,71,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Combined","2014-01-01",49178,71,NULL,NULL,"1"
"Biathlon","Biathlon Women's 7.5 kilometres Sprint","2014-01-01",49283,146,NULL,NULL,NULL
"Biathlon","Biathlon Women's 10 kilometres Pursuit","2014-01-01",49283,146,NULL,NULL,NULL
"Biathlon","Biathlon Women's 12.5 kilometres Mass Start","2014-01-01",49283,146,NULL,NULL,NULL
"Biathlon","Biathlon Women's 15 kilometres","2014-01-01",49283,146,NULL,NULL,NULL
"Biathlon","Biathlon Women's 4 x 6 kilometres Relay","2014-01-01",49283,146,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Giant Slalom","2014-01-01",49318,179,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Slalom","2014-01-01",49318,179,NULL,NULL,NULL
"Biathlon","Biathlon Women's 4 x 6 kilometres Relay","2014-01-01",49953,136,"1",NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Downhill","2014-01-01",50161,12,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Super G","2014-01-01",50161,12,"1",NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's 10 kilometres","2014-01-01",50509,193,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's 30 kilometres","2014-01-01",50509,193,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's 15 km Skiathlon","2014-01-01",50509,193,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's 4 x 5 kilometres Relay","2014-01-01",50509,193,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Downhill","2014-01-01",50781,34,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Men's Super G","2014-01-01",50781,34,"1",NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's 30 kilometres","2014-01-01",50898,67,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's 15 km Skiathlon","2014-01-01",50898,67,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Women's 4 x 5 kilometres Relay","2014-01-01",50898,67,NULL,NULL,NULL
"Biathlon","Biathlon Men's 10 kilometres Sprint","2014-01-01",51117,166,NULL,NULL,NULL
"Biathlon","Biathlon Men's 12.5 kilometres Pursuit","2014-01-01",51117,166,NULL,NULL,NULL
"Biathlon","Biathlon Men's 20 kilometres","2014-01-01",51117,166,NULL,NULL,NULL
"Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay","2014-01-01",51117,166,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Downhill","2014-01-01",51307,12,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 15 kilometres","2014-01-01",51386,171,NULL,NULL,NULL
"Cross Country Skiing","Cross Country Skiing Men's 30 km Skiathlon","2014-01-01",51386,171,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Giant Slalom","2014-01-01",51715,162,NULL,NULL,NULL
"Alpine Skiing","Alpine Skiing Women's Slalom","2014-01-01",51715,162,NULL,NULL,NULL
